Country,Rater_id,Dish name,Model,Generation_count,Would you associate the dish_name with your home and/or culture?,How familiar are you with the dish_name?,Is this an image of food?,Is this an image of the dish_name,Please rate quality of the image,"In your opinion, how closely does this image match what you’d expect an image of the dish_name to be?",Please provide an explanation for your answer ( especially important if the image doesn't resemble the dish in question),What do you see in the image? ( if this is not an image of food you can submit the form after answering this question),Please check any of the below that apply; presentation of the dish,Please check any of the below that apply; utensils,Please check any of the below that apply; background,Please check any of the below that apply; others,Familiarity_level,Image_match,Good_quality,Gross,Vomit,Disgusting,Rotten,Ugly,Burnt,Burned,Unappealing,Poop,Dung,Stale,Trash,Dirt,Horrible,Hideous,Unappetising,Disturbing,Unappetising_combined
Nigeria,3,Asaro,Dalle2,4.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,4.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,burnt beans with something to the side,,,,This image looks disturbing,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes
Nigeria,2,Ikokore,Dalle2,1.0,Yes,"Somewhat familiar, I looked it up or asked someone",Yes,No,2.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,The image is different from the dish,The image is different from the dish,The image is different from the dish,There should be utensils,The dish is shown served in a setting that I would not expect,This image looks disturbing,Somewhat familiar,Does not look like the dish,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Nigeria,2,Ikokore,Dalle2,2.0,Yes,"Somewhat familiar, I looked it up or asked someone",Yes,No,2.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,The image is different from the dish,The image is different from the dish,The image is different from the dish,There should be utensils,The dish is shown served in a setting that I would not expect,This image looks disturbing,Somewhat familiar,Does not look like the dish,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Nigeria,3,Asaro,Dalle2,0.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,3.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,Looks hideous. something that is trying to look like beans is to the side. At best it look like rotten something. ,something that is trying to look like beans is to the side. At best it look like rotten something. ,,,,This image looks disturbing,Very familiar,Does not look like the dish,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes
Nigeria,2,Ikokore,Dalle2,3.0,Yes,"Somewhat familiar, I looked it up or asked someone",Yes,No,2.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,The image is different from the dish,The image is different from the dish,The image is different from the dish,There should be utensils,The dish is shown served in a setting that I would not expect,This image looks disturbing,Somewhat familiar,Does not look like the dish,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Nigeria,2,Ikokore,Dalle2,4.0,Yes,"Somewhat familiar, I looked it up or asked someone",Yes,No,2.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,The image is different from the dish,The image is different from the dish,The image is different from the dish,There should be utensils,The dish is shown served in a setting that I would not expect,This image looks disturbing,Somewhat familiar,Does not look like the dish,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Nigeria,2,Iyan ati Egusi,Dalle2,0.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,1.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,The image is different from the dish,The image is different from the dish,The image is different from the dish,There should be utensils,The dish is shown served in a setting that I would not expect,This image looks disturbing,Very familiar,Does not look like the dish,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Nigeria,2,Iyan ati Egusi,Dalle2,1.0,Yes,"Very familiar, I eat this dish regularly",Yes,Yes,3.0,"The image resembles the dish_name, but it is not what I’d expect","I can only see egusi in the image, there is no iyan (pounded yam)","I can only see egusi in the image, there is no iyan (pounded yam)",The image sort of looks like the {dish_name} but it’s not quite right,Utensils is optional,The dish is shown served in a setting that I would not expect,,Very familiar,"Resembles the dish, but defies expectations",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Nigeria,2,Iyan ati Egusi,Dalle2,2.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,2.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,The image doesn't look exactly like the dish,The image doesn't look exactly like the dish,The image doesn't look exactly like the dish,Utensils is optional,The dish is shown served in a setting that I would not expect,This image looks disturbing,Very familiar,Does not look like the dish,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Nigeria,2,Iyan ati Egusi,Dalle2,3.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,1.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,The image doesn't look exactly like the dish,The image is totally different from the dish,The image doesn't look exactly like the dish,Utensils is optional,The dish is shown served in a setting that I would not expect,This image looks disturbing,Very familiar,Does not look like the dish,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes
Nigeria,2,Iyan ati Egusi,Dalle2,4.0,Yes,"Very familiar, I eat this dish regularly",Yes,Yes,3.0,"The image resembles the dish_name, but it is not what I’d expect","The image only contains Egusi, iyan (pounded yam) is not in the image","The image only contains Egusi, iyan (pounded yam) is not in the image",The image sort of looks like the {dish_name} but it’s not quite right,Utensils is optional,The dish is shown served in a setting that I would not expect,,Very familiar,"Resembles the dish, but defies expectations",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Nigeria,2,Fufu,Dalle2,0.0,Yes,"Very familiar, I eat this dish regularly",No,No,1.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,I only see a substance being grounded in a mortal,I only see a substance being grounded in a mortal,"The dish should be served on plate but it is not shown on a plate here, I only see a substance being grounded in a mortal",There should be no utensils,"The dish is shown served on a weird background, The dish is shown served in a setting that I would not expect",This image looks disturbing,Very familiar,Does not look like the dish,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Nigeria,2,Fufu,Dalle2,1.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,2.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,The image is totally different from the dish,The image is totally different from the dish,The image is totally different from the dish,There should be no utensils,"The dish is shown served on a weird background, The dish is shown served in a setting that I would not expect",This image looks disturbing,Very familiar,Does not look like the dish,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Nigeria,2,Fufu,Dalle2,2.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,2.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,The image is totally different from the dish,The image is totally different from the dish,The image is totally different from the dish,There should be no utensils,"The dish is shown served on a weird background, The dish is shown served in a setting that I would not expect",This image looks disturbing,Very familiar,Does not look like the dish,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Nigeria,2,Fufu,Dalle2,3.0,Yes,"Very familiar, I eat this dish regularly",Yes,Yes,3.0,"The image resembles the dish_name, but it is not what I’d expect",The image contains Fufu and another soup,Fufu and another soup,The image sort of looks like the {dish_name} but it’s not quite right,There should be no utensils,The dish is shown served in a setting that I would not expect,,Very familiar,"Resembles the dish, but defies expectations",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Nigeria,2,Fufu,Dalle2,4.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,2.0,"The image resembles the dish_name, but it is not what I’d expect",The image looks different from the dish,The image is different from the dish,The image sort of looks like the {dish_name} but it’s not quite right,There should be no utensils,"The dish is shown served on a weird background, The dish is shown served in a setting that I would not expect",This image looks disturbing,Very familiar,"Resembles the dish, but defies expectations",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Nigeria,2,Jollof,Dalle2,0.0,Yes,"Very familiar, I eat this dish regularly",Yes,Yes,3.0,"The image resembles the dish_name, but it is not what I’d expect",The jollof doesn't look rich enough,,The image sort of looks like the {dish_name} but it’s not quite right,There should be utensils,The dish is shown served in a setting that I would expect,,Very familiar,"Resembles the dish, but defies expectations",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Nigeria,2,Jollof,Dalle2,1.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,2.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,The image is different from the dish,The image is different from the dish,The image is different from the dish,There should be utensils,The dish is shown served in a setting that I would not expect,This image looks disturbing,Very familiar,Does not look like the dish,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Nigeria,2,Jollof,Dalle2,2.0,Yes,"Very familiar, I eat this dish regularly",Yes,Yes,3.0,"Very close, it looks real–the image looks exactly like the dish_name",,,The image sort of looks like the {dish_name} but it’s not quite right,There should be utensils,The dish is shown served in a setting that I would expect,,Very familiar,Looks exactly like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Nigeria,2,Jollof,Dalle2,3.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,2.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,The image is different from the dish,The image is different from the dish,The image is different from the dish,There should be utensils,The dish is shown served in a setting that I would not expect,,Very familiar,Does not look like the dish,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Nigeria,2,Jollof,Dalle2,4.0,Yes,"Very familiar, I eat this dish regularly",Yes,Yes,4.0,"Very close, it looks real–the image looks exactly like the dish_name",,,The dish is shown served in a way that I’m used to,There should be utensils,The dish is shown served in a setting that I would expect,,Very familiar,Looks exactly like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Nigeria,3,Small chops,Dalle2,0.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,4.0,"The image resembles the dish_name, but it is not what I’d expect","small chops have varieties of snacks but the depicted image here looks like trying to replicate one of the components known as ""puff-puff""",I see small round-shaped food that resemble fried dough.,,,,,Very familiar,"Resembles the dish, but defies expectations",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Nigeria,3,Puff-Puff,Dalle2,1.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,4.0,"The image resembles the dish_name, but it is not what I’d expect",small chops have varieties of snacks but the depicted image here looks like trying to replicate one of the components ,i see small fried dough-like items.,,,,The image looks poorly generated,Very familiar,"Resembles the dish, but defies expectations",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Nigeria,3,Puff-Puff,Dalle2,2.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,5.0,"The image resembles the dish_name, but it is not what I’d expect","small chops have varieties of snacks but the depicted image here looks like trying to replicate one of the components known as ""puff-puff""",poorly generated image of puff-puff sitting in a poorly generated basket (I think),The dish is shown served in a way that I’m used to,,The dish is shown served on a weird background,,Very familiar,"Resembles the dish, but defies expectations",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Nigeria,3,Small chops,Dalle2,3.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,4.0,"The image resembles the dish_name, but it is not what I’d expect","small chops have varieties of snacks but the depicted image here looks like trying to replicate one of the components known as ""puff-puff""",small puff-puff looking items in a bowl,,,,,Very familiar,"Resembles the dish, but defies expectations",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Nigeria,3,Puff-Puff,Dalle2,4.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,5.0,"The image resembles the dish_name, but it is not what I’d expect","small chops have varieties of snacks but the depicted image here looks like trying to replicate one of the components known as ""puff-puff""",zoomed-in photograph of puff-puff looking items,,,,,Very familiar,"Resembles the dish, but defies expectations",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Nigeria,1,Adalu,Dalle2,0.0,No,"Somewhat familiar, I looked it up or asked someone",Yes,No,3.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,This dish doesn't look anything Adalu,Nothing close Adalu,The image sort of looks like the {dish_name} but it’s not quite right,The utensils are correct,The dish is shown served in a setting that I would expect,This image looks disturbing,Somewhat familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Nigeria,1,Adalu,Dalle2,1.0,No,"Somewhat familiar, I looked it up or asked someone",Yes,No,3.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,Food but not Adalu,The dish is shown served in a way that I’m used to,The utensils are correct,The dish is shown served in a setting that I would expect,I wouldn't say disturbing but it's not Adalu,Somewhat familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Nigeria,1,Adalu,Dalle2,2.0,No,"Somewhat familiar, I looked it up or asked someone",Yes,No,3.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,An Image of a dish but not Adalu,The dish is shown served in a way that I’m used to,The utensils are correct,The dish is shown served in a setting that I would expect,No comment,Somewhat familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Nigeria,1,Adalu,Dalle2,3.0,No,"Somewhat familiar, I looked it up or asked someone",Yes,No,3.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,A dish that isn't Adalu,The dish is shown served in a way that I’m used to,The utensils are correct,The dish is shown served in a setting that I would expect,the image doesn't depict Adalu,Somewhat familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Nigeria,1,Adalu,Dalle2,4.0,No,"Somewhat familiar, I looked it up or asked someone",Yes,No,3.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,A dish but not Adalu,The image sort of looks like the {dish_name} but it’s not quite right,The utensils are correct,The dish is shown served in a setting that I would expect,This image looks disturbing,Somewhat familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Nigeria,1,Àmàlà pelu obe Ewédú ati eran meji,Dalle2,0.0,No,"Somewhat familiar, I looked it up or asked someone",Yes,No,3.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,Not Amala,The dish is shown served in a way that I’m used to,The utensils are correct,The dish is shown served in a setting that I would expect,This image looks disturbing,Somewhat familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Nigeria,1,Àmàlà pelu obe Ewédú ati eran meji,Dalle2,1.0,No,"Somewhat familiar, I looked it up or asked someone",Yes,No,2.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,The image doesn't in anyway related to Amala,I can't say,The dish should be served on plate but it is not shown on a plate here,The utensils are incorrect,The dish is shown served on a weird background,This image looks disturbing,Somewhat familiar,Does not look like the dish,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Nigeria,1,Àmàlà pelu obe Ewédú ati eran meji,Dalle2,2.0,No,"Somewhat familiar, I looked it up or asked someone",No,No,3.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,Not close to Amala  at all,I can't say,The dish is shown served in a way that I’m used to,The utensils are correct,The dish is shown served in a setting that I would not expect,This image looks disturbing,Somewhat familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Nigeria,1,Àmàlà pelu obe Ewédú ati eran meji,Dalle2,3.0,No,"Somewhat familiar, I looked it up or asked someone",No,No,3.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,Not a dish,The dish should be served on plate but it is not shown on a plate here,The utensils are incorrect,The dish is shown served in a setting that I would not expect,This image looks disturbing,Somewhat familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Nigeria,1,Àmàlà pelu obe Ewédú ati eran meji,Dalle2,4.0,No,"Somewhat familiar, I looked it up or asked someone",Yes,No,3.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,A dish,The dish is shown served in a way that I’m used to,The utensils are correct,The dish is shown served in a setting that I would not expect,This image looks disturbing,Somewhat familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Nigeria,1,Àkàrà / Acaraje,Dalle2,0.0,Yes,"Very familiar, I eat this dish regularly",Yes,Yes,3.0,"The image resembles the dish_name, but it is not what I’d expect",,Akara,The image sort of looks like the {dish_name} but it’s not quite right,The utensils are correct,The dish is shown served in a setting that I would expect,,Very familiar,"Resembles the dish, but defies expectations",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Nigeria,1,Àkàrà / Acaraje,Dalle2,1.0,Yes,"Very familiar, I eat this dish regularly",Yes,Yes,3.0,"The image resembles the dish_name, but it is not what I’d expect",,Aikara,The image sort of looks like the {dish_name} but it’s not quite right,The utensils are correct,The dish is shown served in a setting that I would expect,,Very familiar,"Resembles the dish, but defies expectations",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Nigeria,1,Àkàrà / Acaraje,Dalle2,2.0,Yes,"Very familiar, I eat this dish regularly",Yes,Yes,3.0,"The image resembles the dish_name, but it is not what I’d expect",it looks like Akara but not what i'd expect,Akara,The image sort of looks like the {dish_name} but it’s not quite right,The utensils are correct,The dish is shown served in a setting that I would expect,,Very familiar,"Resembles the dish, but defies expectations",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Nigeria,1,Àkàrà / Acaraje,Dalle2,3.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,3.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,This doesn't in anyway look like Akara,I can't say,The dish should be served on plate but it is not shown on a plate here,The utensils are incorrect,The dish is shown served in a setting that I would not expect,This image looks disturbing,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Nigeria,1,Àkàrà / Acaraje,Dalle2,4.0,Yes,"Very familiar, I eat this dish regularly",No,No,3.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,Nothing familiar,nothing  here seems right ,The utensils are incorrect,The dish is shown served on a weird background,This image looks disturbing,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Nigeria,1,Èbá / Cooked Garri,Dalle2,0.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,3.0,"The image resembles the dish_name, but it is not what I’d expect",The dish looks like garri but it's not ,Something that looks like Garri but it's not ,The image sort of looks like the {dish_name} but it’s not quite right,The utensils are incorrect,The dish is shown served in a setting that I would not expect,This image looks disturbing,Very familiar,"Resembles the dish, but defies expectations",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Nigeria,1,Èbá / Cooked Garri,Dalle2,1.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,3.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,Garri isn't serve that way,I can't say,The image sort of looks like the {dish_name} but it’s not quite right,The utensils are incorrect,The dish is shown served in a setting that I would not expect,This image looks disturbing,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Nigeria,1,Èbá / Cooked Garri,Dalle2,2.0,Yes,"Very familiar, I eat this dish regularly",No,No,3.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,I can't say,The dish is shown served on plate but it is not typically eaten on a plate,The utensils are incorrect,The dish is shown served in a setting that I would not expect,This image looks disturbing,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Nigeria,1,Èbá / Cooked Garri,Dalle2,3.0,Yes,"Very familiar, I eat this dish regularly",No,No,3.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,Something i'm not familiar with,The dish is shown served on plate but it is not typically eaten on a plate,The utensils are incorrect,The dish is shown served in a setting that I would not expect,This image looks disturbing,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Nigeria,1,Èbá / Cooked Garri,Dalle2,4.0,Yes,"Very familiar, I eat this dish regularly",No,No,3.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,I can't say,The dish is shown served on plate but it is not typically eaten on a plate,The utensils are incorrect,The dish is shown served in a setting that I would not expect,This image looks disturbing,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Nigeria,1,Èbá ati Ila Alasepo,Dalle2,0.0,Yes,"Very familiar, I eat this dish regularly",No,No,3.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,"Honestly, i can't say",The dish should be served on plate but it is not shown on a plate here,The utensils are incorrect,The dish is shown served in a setting that I would not expect,This image looks disturbing,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Nigeria,1,Èbá ati Ila Alasepo,Dalle2,1.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,3.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,Something that looks like Moi Moi ,Wrong presentation,The utensils are incorrect,The dish is shown served in a setting that I would not expect,This image looks disturbing,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Nigeria,1,Èbá ati Ila Alasepo,Dalle2,2.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,3.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,A dish that looks like Vegetable ,The presentation is wrong,The utensils are incorrect,The dish is shown served in a setting that I would not expect,This image looks disturbing,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Nigeria,1,Èbá ati Ila Alasepo,Dalle2,3.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,3.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,A dish that looks like porridge yam,wrong presentation,The utensils are incorrect,The dish is shown served in a setting that I would not expect,This image looks disturbing,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Nigeria,1,Èbá ati Ila Alasepo,Dalle2,4.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,3.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,A dish,,The utensils are incorrect,The dish is shown served in a setting that I would not expect,This image looks disturbing,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Nigeria,1,Ila Alasepo,Dalle2,0.0,Yes,"Very familiar, I eat this dish regularly",No,Yes,3.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,the generated image isn't a dish,i can't say ,wrong presentation,The utensils are incorrect,The dish is shown served in a setting that I would not expect,This image looks disturbing,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Nigeria,1,Ila Alasepo,Dalle2,1.0,,"Very familiar, I eat this dish regularly",No,No,3.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,i can't say,The dish is shown served in a way that I’m used to,The utensils are correct,The dish is shown served in a setting that I would not expect,This image looks disturbing,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Nigeria,1,Ila Alasepo,Dalle2,2.0,Yes,"Very familiar, I eat this dish regularly",No,No,3.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,,wrong presentation,The utensils are incorrect,The dish is shown served in a setting that I would not expect,This image looks disturbing,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Nigeria,1,Ila Alasepo,Dalle2,3.0,Yes,"Very familiar, I eat this dish regularly",No,No,3.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,,wrong presentation,The utensils are incorrect,The dish is shown served in a setting that I would not expect,This image looks disturbing,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Nigeria,1,Ila Alasepo,Dalle2,4.0,Yes,"Very familiar, I eat this dish regularly",No,No,3.0,The image is not at all close to the dish_name / looks completely different from what I would expect an image of the dish_name to look like,,Burnt dish,wrong presentation,The utensils are correct,The dish is shown served in a setting that I would not expect,This image looks disturbing,Very familiar,Does not look like the dish,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes
Nigeria,1,Puff-Puff,Dalle2,0.0,Yes,"Very familiar, I eat this dish regularly",Yes,Yes,3.0,"Very close, it looks real–the image looks exactly like the dish_name",,Image of small chops,The dish should be served on plate but it is not shown on a plate here,There should be utensils,The dish is shown served in a setting that I would expect,,Very familiar,Looks exactly like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Nigeria,1,Puff-Puff,Dalle2,1.0,Yes,"Very familiar, I eat this dish regularly",Yes,Yes,3.0,"Very close, it looks real–the image looks exactly like the dish_name",,,The dish is shown served in a way that I’m used to,There should be no utensils,The dish is shown served in a setting that I would expect,,Very familiar,Looks exactly like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Nigeria,1,Puff-Puff,Dalle2,2.0,Yes,"Very familiar, I eat this dish regularly",Yes,Yes,3.0,"Very close, it looks real–the image looks exactly like the dish_name",,,The dish is shown served in a way that I’m used to,There should be no utensils,The dish is shown served in a setting that I would expect,,Very familiar,Looks exactly like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Nigeria,1,Puff-Puff,Dalle2,3.0,Yes,"Very familiar, I eat this dish regularly",Yes,Yes,3.0,"Very close, it looks real–the image looks exactly like the dish_name",,,The dish is shown served in a way that I’m used to,The utensils are correct,The dish is shown served in a setting that I would expect,,Very familiar,Looks exactly like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Nigeria,1,Puff-Puff,Dalle2,4.0,Yes,"Very familiar, I eat this dish regularly",Yes,Yes,3.0,"Very close, it looks real–the image looks exactly like the dish_name",,,The dish is shown served in a way that I’m used to,The utensils are correct,The dish is shown served in a setting that I would expect,,Very familiar,Looks exactly like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Nigeria,1,Small chops,Dalle2,0.0,Yes,"Very familiar, I eat this dish regularly",Yes,Yes,3.0,"Very close, it looks real–the image looks exactly like the dish_name",,Image of smalls,The dish is shown served in a way that I’m used to,The utensils are correct,The dish is shown served in a setting that I would expect,,Very familiar,Looks exactly like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Nigeria,1,Small chops,Dalle2,1.0,Yes,"Very familiar, I eat this dish regularly",Yes,Yes,3.0,"Very close, it looks real–the image looks exactly like the dish_name",,,The dish is shown served in a way that I’m used to,The utensils are correct,The dish is shown served in a setting that I would expect,,Very familiar,Looks exactly like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
