id,local_name,english_name,language,language_code,countries,continent,regions,cultures,time_of_day,time_of_day_more,type_of_dish,type_of_dish_more,utensils,drink,occasions,occasions_more,ingredients,recipe,more_details,public_cc_image_url,public_cc_image_caption,uploaded_image_name,uploaded_image_url,uploaded_image_caption
657,Matembele na mbisi piodi,Ragoût de Feuilles de Patate Douce avec poisson chinchard,Lingala,lin,"Democratic Republic of the Congo, Republic of the Congo, Mali",Africa,"kinshasa, katanga",,"['breakfast', 'lunch', 'dinner']",,['Main dish - eaten with sides'],,,,both,,"Matembele, Horse mackerel fish, tomatoes, palm oil, Large onion, chili pepper, green seasoning",,"Matembele is the name in Lingala (language spoken in the DRC as well as in Congo Brazzaville). Sweet potato leaves are edible unlike potatoes, they are also found in Asian cuisine, from Guinea to Sierra Leone, Liberia and Mali. They are prepared in many ways.",,,,,
132,Stjerneskud,Shooting Star,Danish,dan,Denmark,Europe,,,['lunch'],,['Main dish - stand alone (e.g. one pot meal)'],,Knife and fork,,regular,,"shrimp, lemon, asparagus, Plaice (Fish), Caviar, Smoked salmon, Salad, Bread",https://www.louisesmadblog.dk/stjerneskud/,,,,,,
936,قمر الدين,Qamar Al-Deen,Arabic,ara,Egypt,Africa,All Regions,,"['snack', 'other']",,"['Dessert', 'Other']",,Spoon,yes,special,In Ramadan,"cornstarch, Sugar, water, dried apricots",https://amiraspantry.com/qamar-al-deen-apricot-drink/,,No CC Images Available,,,,
935,زلابيه,Zalabia,Arabic,ara,Egypt,Africa,All Regions,,"['snack', 'anytime']",,['Dessert'],,Fork,No,regular,,"cornstarch, baking powder, Milk, Sugar, Yeast, nuts, water, Flour, simple syrup",https://amiraspantry.com/loqmat-el-qadee-or-loqaymat/,,https://upload.wikimedia.org/wikipedia/commons/0/02/Lgemat.JPG,the image shows zalabia balls glazed with sugar syrup on a red platter,,,
934,قطايف,Qatayef,Arabic,ara,Egypt,Africa,All Regions,,"['snack', 'anytime']",,['Dessert'],,"Fork, Hands",No,special,In Ramadan after Iftar,"date, cream, nuts, water, Flour, simple syrup",https://amiraspantry.com/qatayef/,,https://upload.wikimedia.org/wikipedia/commons/6/66/%D9%82%D8%B7%D8%A7%D9%8A%D9%81_%D9%85%D8%B5%D8%B1%D9%8A%D8%A9.jpg,the images shows several Qatayef cresents with coconut sprinkles served on a white dish with blue rims,,,
933,غريبه,Ghraybeh,Arabic,ara,Egypt,Africa,All Regions,,['snack'],,['Dessert'],,Hands,No,special,On Eid Al-Fetr,"clarified butter (ghee), Sugar, nuts, Flour",https://amiraspantry.com/ghoraybea-eid-eats/,,https://upload.wikimedia.org/wikipedia/commons/d/d1/%D8%AD%D9%84%D8%A7%D9%88%D8%A9_%D8%A7%D9%84%D9%85%D8%AD%D9%8A%D8%A7_-_%D8%BA%D8%B1%D9%8A%D8%A8%D8%A9.jpg,several pieces of Ghrayebah shaped like rings that a bit u-shaped with a small piece of pistachio on top of each one,,,
931,كنافه,"Kunafa/,knafeh",Arabic,ara,"Egypt, Jordan, Lebanon, Palestine, Sudan, Syrian Arab Republic",Africa,All Regions,,"['snack', 'other']",,['Dessert'],,Fork,No,special,In Ramadan after Iftar,"chocolate syrup, butter, Milk, Sugar, cream, nuts, water, Flour",https://amiraspantry.com/knafeh/,,https://www.maggwire.com/wp-content/uploads/2016/07/kunafa-recipe.jpg,crispy konafa with stretchi cheese filling topped with chopped pistachio,931.jpg,https://drive.google.com/file/d/1zyGd-6KH0T-K-uP83QoSdUmSH1Q3kZn2/view?usp=sharing,"The image shows a bowl of Knafeh (kunafa or kunafa) (in arabic call كنافة) is a traditional Arabic dessert, made with spun pastry called kataifi, soaked in a sweet, sugar-based syrup called attar, and typically layered with cheese, or with other ingredients such as clotted cream, pistachio or nuts, depending on the region. It is popular in the Middle East."
930,فول مدمس,Ful Medames,Arabic,ara,Egypt,Africa,All Regions,,['breakfast'],,"['Side dish', 'Main dish - eaten with sides']",,"hands, fingers,Spoon",No,regular,,"fava bean, Vegetables, spices",https://www.themediterraneandish.com/foul-mudammas-recipe/,,https://commons.wikimedia.org/wiki/File:Ful_medames_(arabic_meal).jpg,the image shows a rather fancy serving of ful medames with  boiled eggs cut up in quarters on the side of the dish the ful seems to be topped with white onions and spices,,,
929,فلافل,Falafel,Arabic,ara,Egypt,Africa,All Regions,,['breakfast'],,['Main dish - eaten with sides'],,Hands,No,regular,,"Beans, spices",https://www.themediterraneandish.com/how-to-make-falafel/,,https://upload.wikimedia.org/wikipedia/commons/1/19/Egypt_falafel.jpg?20200209131002,"the image shows several pieces of falafel with sesame on top, served in a white plate",,,
928,فطير مشلتت,Fiteer Meshaltet,Arabic,ara,Egypt,Africa,All Regions,,"['breakfast', 'snack', 'anytime']",,"['Starter', 'Side dish', 'Dessert']",,Hands,No,regular,,"butter, water, Flour",https://amiraspantry.com/egyptian-feteer-meshaltet/,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Fatir_020%2C_Lion_Village.JPG/800px-Fatir_020%2C_Lion_Village.JPG?20141124044931,the image shows  feteer which is a flaky Egyptian layered pastry,,,
926,كوارع,Kwaree,Arabic,ara,Egypt,Africa,,,"['lunch', 'dinner']",,"['Starter', 'Soup', 'Side dish']",,Spoon,No,both,Eid Al-Adha,cow heels,https://m.youm7.com/story/2018/5/12/%D8%B7%D8%B1%D9%8A%D9%82%D8%A9-%D8%B9%D9%85%D9%84-%D8%B4%D9%88%D8%B1%D8%A8%D8%A9-%D8%A7%D9%84%D9%83%D9%88%D8%A7%D8%B1%D8%B9/3788733,,https://upload.wikimedia.org/wikipedia/commons/5/55/%D9%83%D9%88%D8%A7%D8%B1%D8%B9.jpg,the image shows kawaree which is feet catle ( buffalo or cows ) served on top of a little bit of soup. the dish has lemon rings on the corners,,,
630,ام علي,Um ali,Arabic,ara,Egypt,Africa,,,['snack'],,['Dessert'],,,,both,,"Milk, cream, nuts",,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/%D8%A3%D9%85_%D8%B9%D9%84%D9%8A.jpg/610px-%D8%A3%D9%85_%D8%B9%D9%84%D9%8A.jpg?20210416211414,"um ali in a Pottery dish
topped with generous amount of Chopped pistachio",,,
150,كحك,kahk /Kaak el eid,Arabic,ara,"Egypt, Sudan",Africa,,,"['breakfast', 'snack', 'anytime']",,['Dessert'],,"fingers, hands","black tea , coffee",special,eid al-fitr,"ghee, confectioners' sugar, flour, sesame,vanilla, salt, baking powder, Milk, Sugar, Yeast, Milk powder",https://www.curiouscuisiniere.com/kahk-eid-cookies/,"Kaakis eaten across the Arab world to celebrate Eid. In addition to its role in Eid, when it is often served to guests, it is also eaten as part of a wedding feast",https://upload.wikimedia.org/wikipedia/commons/6/60/%D9%83%D8%AD%D9%83_%D8%B9%D9%8A%D8%AF_%D8%A7%D9%84%D9%81%D8%B7%D8%B1_%D8%A8%D9%85%D8%B5%D8%B1.JPG,many pieces of kahk cookies with sesame,150.jpg,https://drive.google.com/file/d/1odVZ8DqDln1H1AKZfpss1_nb7tc2aLjE/view?usp=sharing,many pieces of kahk cookies dreched in Icing Sugar
145,ممبار,mombar,Arabic,ara,Egypt,Africa,,,['dinner'],,"['Side dish', 'Main dish - eaten with sides']",,"fork, fingers",no,regular,,"rice, Green condiments, intestines",https://ilovearabicfood.com/recipes/egyptian-mombar-sausages/,,,,145.jpg,https://drive.google.com/file/d/199ZynRz-Apz6eqW7SyjnaL1uDQVzBHro/view?usp=sharing,pieces of cow intestine stuffed with spiced rice. The dish is garnished with tomato
143,محشي,mahshi,Arabic,ara,"Egypt, Sudan",Africa,,,"['lunch', 'dinner']",,"['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",,"hands, fingers , knife ,fork",no,both,,"salt, rice, pepper, Green condiments, Vegetables,onion,zucchini, paprika, beef, cumin, garlic, coriander,, Oil, Tomato, Potatoes, black african pepper, cinamon, capsicums, eggplants","https://mawdoo3.com/%D8%B7%D8%B1%D9%8A%D9%82%D8%A9_%D8%B9%D9%85%D9%84_%D8%A7%D9%84%D9%85%D8%AD%D8%A7%D8%B4%D9%8A,
https://www.196flavors.com/egypt-mahshi/",,https://commons.wikimedia.org/wiki/File:%D8%B7%D8%A8%D8%AE%D8%A9_%D8%A7%D9%84%D9%85%D8%AD%D8%A7%D8%B4%D9%8A_%D8%A7%D9%84%D9%81%D9%84%D8%B3%D8%B7%D9%8A%D9%86%D9%8A%D8%A9_Mahashi.jpg,the picture shows two dishes one with an assortment of mahshi and the other one with red soup.,143.jpg,https://drive.google.com/file/d/18JiF-rGSNOTjuBdqF3QCbMExPyS7VxTU/view?usp=sharing,"a white dish with pink rims with an assorment of mahshi pieces the types of mahshi include green pepper, carrot, zucchini, egg plant ."
927,كشري,Koshary,Arabic,ara,Egypt,Africa,All Regions,,"['lunch', 'dinner', 'anytime']",,"['Soup', 'Side dish']",,Spoon,"Water, Juice",regular,,"dry pasta, tomato sauce, hot sauce, vinegar, Rice, fried onion, Chickpeas, Black lentil",https://www.themediterraneandish.com/egyptian-koshari-recipe/,,https://live.staticflickr.com/2692/4356577541_0aba285c4b_b.jpg,"The images shows a dish of koshary held by a man's hand. the dish has rice, black lentis, fried onions and red sauce, there is also a metalic utensil probably a spoon.",,,
189,ملوخية,Molokhia,Arabic,ara,Egypt,Africa,Egypt,Egyptian,['lunch'],,['Main dish - eaten with sides'],,"Spoon, Tghmes with Bread",,regular,,"garlic, coriander, Jute leave",,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/%D8%B7%D8%A7%D8%AC%D9%86_%D9%85%D9%84%D9%88%D8%AE%D9%8A%D9%87_-_%D8%A7%D9%84%D8%A8%D8%B1%D9%86%D8%B3.JPG/1200px-%D8%B7%D8%A7%D8%AC%D9%86_%D9%85%D9%84%D9%88%D8%AE%D9%8A%D9%87_-_%D8%A7%D9%84%D8%A8%D8%B1%D9%86%D8%B3.JPG?20141011093103,green molokhia soup in a pottery dish,,,
188,حمام محشي (فريك/ ارز),Hamam Mahshy ( Frek or Rice),Arabic,ara,Egypt,Africa,,Egyptian,['lunch'],,['Main dish - stand alone (e.g. one pot meal)'],,"Knife, Left hand, Right hand.",,both,,"onion, salt, butter, rice, pepper",,,No CC Images Available,,,,
945,بسبوسة,Basbousa,Arabic,ara,"Egypt, Jordan, Lebanon, Palestine, Sudan","Africa, Asia",All Regions,,['anytime'],,['Dessert'],,"Spoon, knife and fork","Tea, coffee, juice",both,Ramadan,"semolina, salt, butter, baking powder, baking soda, Milk, Sugar, egg, Oil, Yogurt,ghee , sugar syrup",https://www.fufuskitchen.com/basbousa-middle-eastern-semolina-cake/,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/%D8%A8%D8%B3%D8%A8%D9%88%D8%B3%D8%A9.JPG/800px-%D8%A8%D8%B3%D8%A8%D9%88%D8%B3%D8%A9.JPG?20141107212203,The image show basbouba in a circular glass pan. it is lopped with almond and sugar syrup,,,
937,ملوخية بالأرز,Rice with mulukhiyah sauce,Arabic,ara,"Egypt, Sudan",Africa,North,,['lunch'],,['Main dish - stand alone (e.g. one pot meal)'],,"Right hand, spoon",,regular,,"black pepper, onion, salt, tomato sauce, beef, garlic, rice, chicken, Oil",https://cookpad.com/sa/%D9%88%D8%B5%D9%81%D8%A7%D8%AA/14344034-%D9%85%D9%84%D9%88%D8%AE%D9%8A%D9%87-%D9%85%D8%B9-%D8%A7%D9%84%D8%B1%D8%B2-%D8%A7%D9%84%D8%A7%D8%A8%D9%8A%D8%B6?ref=search&search_term=%D8%B7%D8%B1%D9%8A%D9%82%D8%A9%20%D8%B9%D9%85%D9%84%20%D9%85%D9%84%D9%88%D8%AE%D9%8A%D9%87%20%D9%85%D8%B9%20%D8%A7%D9%84%D8%A7%D8%B1%D8%B2,,https://upload.wikimedia.org/wikipedia/commons/e/e7/EgyptianMolokheya.jpg,a white dish with blue imprints on the rim on a wooden table. the dish has mulukhiya on top of rice,,,
938,بيض بصوص الطماطم والنقانق,Eggs with tomatoes sauce and sausage,Arabic,ara,"Egypt, Sudan, Türkiye","Africa, Asia, Europe",,,['breakfast'],,"['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",,"Right hand, knife and fork",Tea,regular,,"tomato, salt, mozzarella cheese, garlic, egg, sausage, Oil",,,https://upload.wikimedia.org/wikipedia/commons/5/5e/Scrambled_eggs_with_chorizo%2C_cannelini_beans_and_cherry_tomatoes.jpg,Scrammbled with tomato pieces and suasage slices on a white dish,,,
570,Slap Tjips,Fries; Chips,Afrikaans,afr,England,Europe,,,"['lunch', 'dinner', 'snack']",,"['Side dish', 'Small plate / bowl for sharing', 'Small plate / bowl served as a part of a collection']",,"Fork, hands",,regular,,potato chips,,Slap chips are frequently eaten on a bread roll or with lots of gravy,https://live.staticflickr.com/62/230310100_662824b9a5_z.jpg,"Slap chips on a sheet, likely baking sheet paper.",,,
846,Toad in the hole,,English,eng,England,Europe,"Northern England - Yorkshire, Northumberland",Traditionally working-class,"['lunch', 'dinner']",,['Main dish - eaten with sides'],,Knife and fork,No specific drink,both,Sunday dinner,"flour, Milk, Yorkshire pudding, Eggs, sausage",https://www.bbcgoodfood.com/recipes/sams-toad-hole,,https://live.staticflickr.com/3330/5847654213_e93c95d45d_k.jpg,Close-up photo of Toad in a hole.,,,
635,Poached egg with salmon and holindase sauce,Poached egg with salmon and holindase sauce,English,eng,England,Europe,,,"['breakfast', 'lunch']",,"['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",,,,regular,,"egg, Vegetables, Bread",,,https://live.staticflickr.com/8211/8274386974_d3d1ace274_z.jpg,"Poached eggs, smoked salmon, spinach, and Hollandaise sauce on toasted muffins with bacon on the side",,,
54,Sunday Roast,,English,eng,England,Europe,Yorkshire,English,['lunch'],,['Main dish - eaten with sides'],,knife and fork,,both,"This is typically reserved for Sundays, and grander versions might be eaten at Christmas","carrot, potato, beef, chicken, gravy, Yorkshire pudding, Pork sausages, Bacon, cauliflower cheese",,,https://upload.wikimedia.org/wikipedia/commons/c/c5/Traditional.Sunday.Roast-01-cropped.jpg,"a white plate of mashed potatoes, sliced carrots, cabbage, green beans, yorkshire puddings, sliced roast meat, covered in gravy with a section of the fork next to it",,,
830,Tarte Flambee,,French,fra,France,Europe,Alsace,,"['lunch', 'dinner']",,['Main dish - eaten with sides'],,hands,Wine,both,,"dough, Bacon, cream",,,,,,,
690,bœuf bourguignon,beef Burgundy,French,fra,France,Europe,Bourgogne,,['dinner'],,['Main dish - stand alone (e.g. one pot meal)'],,,,regular,,"lard, mushroom, red wine, onions, Beef meat",,,,,,,
950,Frog legs,,English,eng,"France, United States of America (USA)","Europe, North America","US--the south; France--national, but from Dombes in particular",,"['lunch', 'dinner', 'snack']",,"['Starter', 'Soup', 'Side dish', 'Main dish - eaten with sides', 'Small plate / bowl served as a part of a collection']",,"knife and fork, hand",,regular,,frog legs,,"In the American South, frog legs are most typically fried with a batter or crumb coating or grilled. You can also get deep-fat fried frog legs.",https://upload.wikimedia.org/wikipedia/commons/5/5c/Fried_frog_legs.jpg,"This is an image of fried frogs' legs on a plate with a red stripe, garnished with romaine lettuce, a red sauce, and a lemon wedge",,,
750,Toast Hawaii,,German,deu,Germany,Europe,,,"['lunch', 'dinner']",,['Main dish - eaten with sides'],,,,regular,,"cheese, pineapple, toasted bread",https://www.kochbar.de/rezept/239938/Hawai-Toast.html,,https://upload.wikimedia.org/wikipedia/commons/8/84/Toast_Hawaii_1.jpg,Toast Hawaii served on a plate.,,,
674,Angwa moo,Braised rice,Akan,aka,Ghana,Africa,Southern Ghana,All ethnic groups,['anytime'],,['Main dish - eaten with sides'],,Spoon,,regular,,"onion, salt, pepper, water, Oil, Rice",https://youtu.be/qLwdv6GavSo?si=Kcyt6JHPKBP552T9,"It can be eaten with many sides, depending on your preference.",,,,,
673,Mpotompoto,Yam porridge or casserole,Akan,aka,Ghana,Africa,Southern Ghana,,['anytime'],,['Main dish - stand alone (e.g. one pot meal)'],,"Fork, spoon",,regular,,"onion, yam, pepper, water, Seasoning, Oil, Tomato",https://youtu.be/_PJI-fjAjFM?si=ajo4-G4hhPSjyTyN,,,,,,
454,Kontomire stew,,Akan,aka,Ghana,Africa,Southern Regions,Akans,"['lunch', 'dinner']",,['Side dish'],,right hand,,regular,,"tomato, onion, pepper, Oil, spices, Cocoyam leaves, Koobi",https://www.graphic.com.gh/lifestyle/mirror-recipe-palava-sauce-kontomire-stew.html,,,,,,
675,Yoroyoro,Yoroyoro,Dagbani,dag,Ghana,Africa,Northern region,,['lunch'],,['Main dish - stand alone (e.g. one pot meal)'],,"Spoon, right hand",,regular,,"maize, pepper, Oil, Onions",https://youtu.be/9Kd5WIcW_4o?si=FOuT53Z45UgLygDA,,,,,,
620,Wasawasa,Wasawasa,Dagbani,dag,Ghana,Africa,Northern Region,Mole-dagbani,['anytime'],,['Main dish - eaten with sides'],"Served with vegetables, spicy sauce, oil and proteins","Fingers, spoon",,regular,,"shea butter, salt, pepper, Grinded yam peels",https://youtu.be/AR-8ctgOaUw?si=-KuTqlP_pn6tdrGf,,,,,,
455,Abolo,Rice cakes,Ewe,ewe,Ghana,Africa,Volta Region,Ewes,"['breakfast', 'lunch', 'dinner', 'snack', 'anytime']",,"['Starter', 'Side dish', 'Main dish - eaten with sides', 'Small plate / bowl for sharing', 'Small plate / bowl served as a part of a collection', 'Dessert']",,right hand,,regular,,"rice flour, rice, Sugar, corn flower",https://www.chainbaker.com/abolo/,,,,,,
65,"Banku, fetre detsi, apka","Banku, okro soup, fish",Ewe,ewe,Ghana,Africa,Volta Region,Ewes,"['lunch', 'dinner']",,"['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']","Banku is not a standalone dish as it is always accompanied by a sauce, fetre detsi and some protein, akpa",Hands,No,regular,,"tomato, onion, ginger, garlic, okra, maize, fish, pepper, corn dough, cassava dough",,"Banku with okro soup is a staple in the Volta Region, however it is enjoyed in all other regions in Ghana",,,,,
671,Omu Tuo,Rice ball,Hausa,hau,Ghana,Africa,Akan,Eaten by all ethnic groups,['anytime'],,['Main dish - eaten with sides'],It is eaten with palm nut or groundnut (peanut butter) soup,"Right hand, spoon",,regular,,rice,https://youtu.be/xZmfhQPvZU4?si=MZG8CLXMfuaW3U4O,,,,,,
619,Konkonte,Face The Wall/Brown fufu,Hausa,hau,Ghana,Africa,"Southern Ghana, Northern Ghana","Akan, Mole-dagbani","['lunch', 'dinner', 'anytime']",,['Main dish - eaten with sides'],Served as a swallow dish with soup,Right hand,,regular,,"water, Dry cassava",https://youtu.be/IZjNdVtZjvM?si=A6k0OAWltxfZkKMp,,,,,,
457,waakye,rice and beans,Hausa,hau,Ghana,Africa,Northern regions,Hausas,"['breakfast', 'lunch', 'dinner']",,"['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",,"Spoon, fork",,regular,,"rice, Beans",https://www.dashofjazz.com/waakye/,,,,,,
437,Koose,Bean cakes,Hausa,hau,Ghana,Africa,Northern,,"['breakfast', 'snack']",,['Side dish'],,Hands,Hausa koko,regular,,"pepper, Black eyed peas",https://www.myburntorange.com/how-to-make-koose-savoury-fried-bean-cakes/,,,,,,
436,Tuo Zaafi,Tuo Zaafi (TZ),Hausa,hau,Ghana,Africa,Northern part of Ghana,,['dinner'],,['Main dish - eaten with sides'],,Right hand,,regular,When inlaws visit or older people visit.,"Maize flour, Millet Flour",https://youtu.be/fAvM3XmXGXw?si=iqTldznK03tgIwYP,Tastes a bit fermented depending on the solution that is used in making the porridge for preparing it.,,,,,
435,Hausa koko,Hausa poridge,Hausa,hau,Ghana,Africa,Northern Region,Northern Ghana,['breakfast'],,['Main dish - eaten with sides'],,spoon,,regular,,"millet, ginger, garlic, Sugar, pepper",https://www.thespruceeats.com/hausa-koko-spicy-millet-porridge-39547,The meal is porridge-like,,,,,
452,Fufu,,Tei,mis,Ghana,Africa,Ashanti Region; Volta Region,Akans; Ewes,"['lunch', 'dinner']",,['Main dish - eaten with sides'],,Right hand,,regular,,"yam, cassava, Plantain",https://recipesaroundtheworld.com/recipes-from-around-the-world-fufu-and-lightsoup-dea8c1dd01f,"It is normally eaten with soup, abe nkwan, nkate nkwan etc",,,,,
501,Steamed Beans Paste,Tintaare,Tintaarɛ,mis,Ghana,Africa,Upper East Region,,['lunch'],,['Main dish - stand alone (e.g. one pot meal)'],,Right hand,Water,both,When visitors come around and at social gatherings.,"onion, Beans, chilli pepper, Oil",,,,,,,
504,Tubani,Steamed Beans pudding,Twi,twi,Ghana,Africa,Northern part of Ghana,,['lunch'],,['Main dish - stand alone (e.g. one pot meal)'],,Right hand,,both,"Social gatherings, For visitors and social gatherings.","onion, Beans, chilli pepper, Oil",https://youtu.be/lVZ8XQiEhOw?si=5_D2kX0-9_v3U8sY,,,,,,
453,Ampesi,Boiled plantain,Twi,twi,Ghana,Africa,Southern Regions,Akans,"['lunch', 'dinner']",Eaten with a sauce or stew,['Main dish - eaten with sides'],,Right hand,,regular,,"yam, Plantain",https://shopafricausa.com/blogs/african-food-recipe/how-to-prepare-ampesi-and-kontomire-stew-abom,,,,,,
440,Abe nkwan,Palmnut soup,Twi,twi,Ghana,Africa,,,"['lunch', 'dinner']",,['Soup'],,Spoon,No,regular,,"tomato, onion, ginger, garlic, pepper, meat, palmnut",https://www.africanbites.com/mbangapalmnut-soup/,Other countries especially in West Africa as have palmnut soup but may call it something else,,,,,
439,Nkatenkwan,Groundnut soup or peanut butter soup,Twi,twi,Ghana,Africa,,Akan,"['lunch', 'dinner']",,['Soup'],,Spoon; right hand,No,regular,,"tomato, onion, ginger, peanut butter, garlic, chicken, tinned tomatoes",https://travelandmunchies.com/vegetarian-rice-balls-and-groundnut-soup-omo-tuo-and-nkate-nkwan/,,,,,,
641,Bubble waffle,Bubble waffle,Chinese,zho,Hong Kong,Asia,,,"['snack', 'other']",,['Dessert'],,,,both,,"flour, egg, Ice cream, Fruits",,,,,,,
841,Lau Chingri,Bottle gourd with shrimp,Bengali,ben,India,Asia,West Bengal,,['lunch'],,['Main dish - eaten with sides'],Dry curry eaten with rice,Hand,No,regular,,"bay leaves, cumin, chillis, Fried shrimp, Bottle gourd",,"Lau chingri is a fairly common dish that is eaten in both West Bengal in India and in Bangladesh. Being a land rich in vegetables as well as fresh water bodies, the dish combines the best of both. It's a simple dish but requires precision in cooking. The final dish is simple but extremely flavorful",,,,,
925,Chilli Cheese Toast,Chilli Cheese Toast,English,eng,India,Asia,,,['snack'],,"['Starter', 'Side dish']",,,,regular,,"cheese, salt, pepper, Bread, red chiili flakes, pesto, sundried tomato",,,,,,,
968,Dhokra or Dhokla,,Gujarati,guj,India,Asia,Gujarat,Gujaratis,['breakfast'],,"['Starter', 'Side dish', 'Small plate / bowl for sharing']",,Fingers,No,regular,,"mustard seeds, salt, ginger, baking soda, turmeric, Besan flour, vegetable oil, Yogurt, Green chilies",https://www.cookwithmanali.com/khaman-dhokla/,It has a savoury taste and a cake like texture.,,,,,
949,लिट्टी चोखा,Litti Chokha,Hindi,hin,India,Asia,"Bihar, Uttar Pradesh",,"['breakfast', 'lunch', 'dinner', 'snack', 'anytime']",,['Main dish - stand alone (e.g. one pot meal)'],,Plates,None,regular,,"tomato, eggplant, chickpea flour, wheat flour",https://www.vegrecipesofindia.com/litti-chokha-recipe/,,,,,,
924,Boondi Raita,Boondi salad,Hindi,hin,India,Asia,,,['anytime'],,['Side dish'],,,,regular,,"salt, pepper, red chilli, Curd, boondi",,,,,,,
174,Moong Dhal Namkeen,,Hindi,hin,India,Asia,,,['snack'],,"['Small plate / bowl for sharing', 'Other']",,,,regular,,"salt, pepper, mung bean",https://www.oneteaspoonoflife.com/2020/04/crispy-moong-dal-namkeen.html,,,,,,
840,Nimbu Sanai,,Kumaoni,kfi,India,Asia,Uttarakhand (Kumaun Region),Kumaunis,['snack'],,"['Salad', 'Side dish']",,Bowl,no,special,Seasonal,"daikon, salt, hemp seed, Sugar, chillis, heavy cream, Pahadi Nimbu",https://www.google.com/amp/s/www.goya.in/blog/a-tangy-winter-snack-from-kumaon%3fformat=amp,It's a seasonal dish as the star of the fish 'kumaun lemon' is only available in winters,,,,,
923,പത്തിരി,Pathiri,Malayalam,mal,India,Asia,Kerala,,['anytime'],,['Main dish - eaten with sides'],,,,regular,,"coconut oil, rice flour, salt, water",,,,,,,
921,custard powder ice cream,custard powder ice cream,Malayalam,mal,India,Asia,,,['snack'],,['Dessert'],,,,regular,,"Milk, Sugar, egg, vanilla essence, custard powder",,,,,,,
920,ഇളനീർ പുഡ്ഡിംഗ്,Tender Coconut Pudding,Malayalam,mal,India,Asia,,,['snack'],,['Dessert'],,Spoon,,regular,,"cardamom, Milk, Sugar, Tender Coconut water, Tender Coconut pieces",,,,,,,
919,മത്തങ്ങ പുളിങ്കരി,tangy pumpkin curry,Malayalam,mal,India,Asia,,,['lunch'],,['Side dish'],,,,regular,,"pumpkin, mustard seeds, turmeric powder, fenugreek, salt, curry leaves, water, tamarind, coriander seed, hing",,,,,,,
916,സംഭാരം,spiced buttermilk,Malayalam,mal,India,Asia,,,['anytime'],,['Other'],refreshment,,,regular,Summer,"salt, ginger, curry leaves, chili (bird's eye), buttermilk",,,,,,,
915,ബീറ്റ്റൂട്ട് പച്ചടി,beetroot curry,Malayalam,mal,India,Asia,keralam,,['lunch'],,['Side dish'],,,,regular,,"coconut oil, mustard seeds, salt, cumin, beetroot, grated coconut, green chilli, water, dryred chilli",https://www.whiskaffair.com/beetroot-pachadi-onam-sadya-recipe/,,,,,,
914,വരൂത മീൻ,fish fry,Malayalam,mal,India,Asia,,,"['lunch', 'dinner']",,"['Side dish', 'Small plate / bowl served as a part of a collection']",,,,regular,,"coconut oil, turmeric powder, salt, fish, garlic and ginger paste, red Chilli Powder",,,,,,,
913,നെയ്യ് ചോറ്,ghee rice,Malayalam,mal,India,Asia,,,['lunch'],,['Main dish - eaten with sides'],,,,regular,,"ghee, cardamom, salt, cashew, cinnamon, pepper, water, Jeera Samba rice, caramolised onion",,,,,,,
912,കള്ളപ്പം,kallappam,Malayalam,mal,India,Asia,South India,,['breakfast'],,['Main dish - eaten with sides'],,,,regular,,"rice flour, cumin, Sugar, grated coconut, shallots, Rice, toddy/Palm wine",,,,,,,
911,ദോശ,dosa,Malayalam,mal,India,Asia,South India,,['breakfast'],,['Main dish - eaten with sides'],,,,regular,,"fenugreek, water, idly rice, Black lentil",,,,,,,
910,Appam,,Malayalam,mal,India,Asia,,,['breakfast'],,['Main dish - eaten with sides'],,,,regular,,"active dry yeast, rice flour, Sugar, coconut milk, water",,,,,,,
909,വട്ടയപ്പം,Steamed Rice flour cake,Malayalam,mal,India,Asia,South India,,"['breakfast', 'snack']",,['Main dish - stand alone (e.g. one pot meal)'],,,,both,Easter,"coconut oil, active dry yeast, rice flour, salt, grated coconut, water, jaggery, Rice",https://www.yummytummyaarthi.com/vattayappam/#recipe,,,,,,
908,കൊഴുക്കട്ട,Coconut Jaggery Dumpling,Malayalam,mal,India,Asia,,,"['breakfast', 'snack']",,['Main dish - stand alone (e.g. one pot meal)'],,,,regular,,"rice flour, salt, cumin, grated coconut, water, jaggery",https://thefamiliarkitchen.com/kozhukatta-coconut-jaggery-dumpling/,,,,,,
907,egg scramble,egg scramble,Malayalam,mal,India,Asia,,,"['lunch', 'dinner']",,['Side dish'],,,,regular,,"mustard seeds, salt, shallot, egg, grated coconut, curry leaves, tumeric, red Chilli Powder",,,,,,,
