country_match,country_llm,countries,time_of_day_iou,time_of_day_llm,time_of_day,type_of_dish_iou,type_of_dish_llm,type_of_dish,utensils_iou,utensils_llm,utensils,ingredients_iou,ingredients_intersect,ingredients_union
False,Netherlands,England,0.5,"['breakfast', 'brunch']","['breakfast', 'lunch']",0.5,['Main dish - eaten with sides'],"['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",0.0,"['Fork', 'Spoon']",,0.08333333333333333,['egg'],"['egg', 'Vegetables', 'Bread', 'Poached egg', 'Salmon', 'Holindase sauce', 'Salt', 'Pepper', 'Water', 'White wine vinegar', 'Fresh parsley', 'Unsalted butter']"
False,Netherlands,England,0.5,"['breakfast', 'brunch']","['breakfast', 'lunch']",0.5,['Main dish - eaten with sides'],"['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",0.0,"['Fork', 'Knife', 'Spoon']",,0.07692307692307693,['egg'],"['egg', 'Vegetables', 'Bread', 'Poached egg', 'Salmon fillet', 'Hollandaise sauce', 'Salt', 'Black pepper', 'Fresh parsley', 'Unsalted butter', 'Lemon juice', 'White wine vinegar', 'Dijon mustard']"
True,United Kingdom,England,0.5,"['dinner', 'lunch']",['lunch'],0.5,"['Main dish - eaten with sides', 'Main dish - stand alone (e.g. one pot meal)']",['Main dish - eaten with sides'],0.6666666666666666,"['Knife', 'Fork', 'Fingers']",knife and fork,0.6,"['carrot', 'gravy', 'Yorkshire pudding']","['carrot', 'potato', 'beef', 'gravy', 'Yorkshire pudding']"
True,United Kingdom,England,0.5,"['dinner', 'lunch']",['lunch'],0.5,"['Main dish - eaten with sides', 'Main dish - stand alone (e.g. one pot meal)']",['Main dish - eaten with sides'],0.6666666666666666,"['Knife', 'Fork', 'Fingers']",knife and fork,1.0,"['carrot', 'potato', 'beef', 'gravy', 'Yorkshire pudding']","['carrot', 'potato', 'beef', 'gravy', 'Yorkshire pudding']"
True,United Kingdom,England,0.3333333333333333,"['dinner', 'lunch', 'anytime']",['lunch'],0.5,"['Main dish - eaten with sides', 'Main dish - stand alone (e.g. one pot meal)']",['Main dish - eaten with sides'],0.6666666666666666,"['Knife', 'Fork', 'Fingers']",knife and fork,1.0,"['carrot', 'potato', 'beef', 'gravy']","['carrot', 'potato', 'beef', 'gravy']"
True,United Kingdom,England,0.3333333333333333,"['dinner', 'lunch', 'anytime']",['lunch'],1.0,['Main dish - eaten with sides'],['Main dish - eaten with sides'],0.6666666666666666,"['Fork', 'Knife', 'Fingers']",knife and fork,0.10526315789473684,"['carrot', 'potato']","['carrot', 'potato', 'beef', 'chicken', 'gravy', 'Yorkshire pudding', 'Pork sausages', 'Bacon', 'cauliflower cheese', 'roast_beef', 'roast_potatoes', 'carrots', 'peas', 'brussels_sprouts', 'parsnips', 'onions', 'stock', 'thyme', 'rosemary']"
True,United Kingdom,England,0.5,"['dinner', 'lunch']",['lunch'],0.5,"['Main dish - eaten with sides', 'Main dish - stand alone (e.g. one pot meal)']",['Main dish - eaten with sides'],0.6666666666666666,"['Knife', 'Fork', 'Fingers']",knife and fork,0.6,"['carrot', 'gravy', 'Yorkshire pudding']","['carrot', 'potato', 'beef', 'gravy', 'Yorkshire pudding']"
True,France,France,0.6666666666666666,"['dinner', 'lunch', 'anytime']","['lunch', 'dinner']",0.5,"['Main dish - eaten with sides', 'Small plate / bowl served as a part of a collection']",['Main dish - eaten with sides'],0.0,"['Fork', 'Fingers']",hands,0.16666666666666666,"['Bacon', 'cream']","['dough', 'Bacon', 'cream', 'Lardons', 'Onions', 'Apples', 'Alsatian sausage', 'Caramelized onions', 'Gruyère cheese', 'Creme fraiche', 'Salt', 'Black pepper']"
True,France,France,1.0,"['dinner', 'lunch']","['lunch', 'dinner']",0.5,"['Main dish - eaten with sides', 'Small plate / bowl served as a part of a collection']",['Main dish - eaten with sides'],0.0,"['Fork', 'Fingers']",hands,0.18181818181818182,"['bacon', 'cream']","['dough', 'bacon', 'cream', 'onions', 'apples', 'Alsatian sausage', 'Gruyère cheese', 'salt', 'black pepper', 'flour', 'butter']"
True,France,France,0.25,"['dinner', 'snack', 'anytime']","['lunch', 'dinner']",1.0,['Main dish - eaten with sides'],['Main dish - eaten with sides'],0.0,"['Fork', 'Fingers']",hands,0.18181818181818182,"['Bacon', 'Cream']","['dough', 'Bacon', 'cream', 'Onion', 'Alsatian sausage', 'Apples', 'Caramelized onions', 'Gruyère cheese', 'Salt', 'Black pepper', 'Puff pastry']"
False,Luxembourg,France,0.3333333333333333,"['dinner', 'anytime']","['lunch', 'dinner']",1.0,['Main dish - eaten with sides'],['Main dish - eaten with sides'],0.0,"['Fork', 'Fingers']",hands,0.18181818181818182,"['Bacon', 'Cream']","['dough', 'Bacon', 'cream', 'Onions', 'Alsatian sausage', 'Apples', 'Caramelized onions', 'Gruyère cheese', 'Flaky pastry dough', 'Salt', 'Black pepper']"
True,France,France,0.6666666666666666,"['lunch', 'dinner', 'anytime']","['lunch', 'dinner']",0.5,"['Main dish - eaten with sides', 'Small plate / bowl served as a part of a collection']",['Main dish - eaten with sides'],0.0,"['Fork', 'Knife', 'Fingers']",hands,0.08333333333333333,['bacon'],"['dough', 'Bacon', 'cream', 'onions', 'apples', 'Gruyère cheese', 'Alsatian sausage', 'flour', 'butter', 'salt', 'black pepper', 'caramelized onions']"
True,France,France,0.5,"['dinner', 'anytime']",['dinner'],0.5,"['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",['Main dish - stand alone (e.g. one pot meal)'],0.0,"['Fork', 'Knife', 'Spoon']",,0.23076923076923078,"['red wine', 'onions', 'Beef meat']","['lard', 'mushroom', 'red wine', 'onions', 'Beef meat', 'Beef short ribs', 'Carrots', 'Celery', 'Garlic', 'Tomatoes', 'Beef broth', 'Thyme', 'Bay leaves']"
True,France,France,0.3333333333333333,"['dinner', 'lunch', 'anytime']",['dinner'],0.5,"['Main dish - eaten with sides', 'Main dish - stand alone (e.g. one pot meal)']",['Main dish - stand alone (e.g. one pot meal)'],0.0,"['Fork', 'Knife']",,0.15384615384615385,"['red wine', 'onions']","['lard', 'mushroom', 'red wine', 'onions', 'Beef meat', 'beef short ribs', 'carrots', 'celery', 'garlic', 'beef broth', 'tomato paste', 'thyme', 'bay leaves']"
True,France,France,0.5,"['dinner', 'anytime']",['dinner'],0.5,"['Main dish - eaten with sides', 'Main dish - stand alone (e.g. one pot meal)']",['Main dish - stand alone (e.g. one pot meal)'],0.0,"['Fork', 'Knife']",,0.9166666666666666,"['lard', 'mushroom', 'red wine', 'onions', 'beef', 'carrots', 'celery', 'garlic', 'bacon', 'cognac', 'tomato paste']","['lard', 'mushroom', 'red wine', 'onions', 'Beef meat', 'beef', 'carrots', 'celery', 'garlic', 'bacon', 'cognac', 'tomato paste']"
True,France,France,0.5,"['dinner', 'anytime']",['dinner'],0.5,"['Main dish - eaten with sides', 'Main dish - stand alone (e.g. one pot meal)']",['Main dish - stand alone (e.g. one pot meal)'],0.0,"['Knife', 'Fork', 'Spoon']",,0.25,"['mushroom', 'red wine', 'onions']","['lard', 'mushroom', 'red wine', 'onions', 'Beef meat', 'beef (typically chuck or brisket)', 'carrots', 'celery', 'garlic', 'bacon', 'cognac', 'beef broth']"
True,France,France,0.5,"['dinner', 'anytime']",['dinner'],0.5,"['Main dish - eaten with sides', 'Main dish - stand alone (e.g. one pot meal)']",['Main dish - stand alone (e.g. one pot meal)'],0.0,"['Fork', 'Knife', 'Spoon']",,0.15384615384615385,"['red wine', 'onions']","['lard', 'mushroom', 'red wine', 'onions', 'Beef meat', 'beef_short_ribs', 'carrots', 'celery', 'garlic', 'beef_broth', 'tomato_paste', 'bacon', 'thyme']"
True,France,"France, United States of America (USA)",0.5,"['lunch', 'dinner', 'anytime']","['lunch', 'dinner', 'snack']",0.16666666666666666,"['Main dish - eaten with sides', 'Small plate / bowl for sharing']","['Starter', 'Soup', 'Side dish', 'Main dish - eaten with sides', 'Small plate / bowl served as a part of a collection']",0.5,"['Fork', 'Knife', 'Fingers']","knife and fork, hand",0.1,['Frog legs'],"['Frog legs', 'Butter', 'Garlic', 'Lemon', 'Salt', 'Pepper', 'White wine', 'Chicken broth', 'Fresh parsley', 'Black pepper']"
True,France,"France, United States of America (USA)",0.5,"['lunch', 'dinner', 'anytime']","['lunch', 'dinner', 'snack']",0.4,"['Main dish - eaten with sides', 'Appetizer/Starter']","['Starter', 'Soup', 'Side dish', 'Main dish - eaten with sides', 'Small plate / bowl served as a part of a collection']",0.5,"['Fork', 'Knife', 'Fingers']","knife and fork, hand",0.1,['Frog legs'],"['Frog legs', 'Butter', 'Garlic', 'White wine', 'Lemon juice', 'Salt', 'Pepper', 'Fresh parsley', 'Fresh thyme', 'All-purpose flour']"
True,France,"France, United States of America (USA)",0.5,"['lunch', 'dinner', 'anytime']","['lunch', 'dinner', 'snack']",0.4,"['Main dish - eaten with sides', 'Starter']","['Starter', 'Soup', 'Side dish', 'Main dish - eaten with sides', 'Small plate / bowl served as a part of a collection']",0.5,"['Fork', 'Knife', 'Fingers']","knife and fork, hand",0.1,['Frog legs'],"['Frog legs', 'Butter', 'Garlic', 'Lemon', 'Salt', 'Pepper', 'White wine', 'Herbs', 'Flour', 'Egg']"
True,France,"France, United States of America (USA)",0.5,"['dinner', 'lunch', 'anytime']","['lunch', 'dinner', 'snack']",0.2,"['Main dish - eaten with sides', 'Appetizer']","['Starter', 'Soup', 'Side dish', 'Main dish - eaten with sides', 'Small plate / bowl served as a part of a collection']",0.5,"['Fork', 'Knife', 'Fingers']","knife and fork, hand",0.1,['frog legs'],"['Frog legs', 'Butter', 'Garlic', 'Lemon juice', 'White wine', 'Salt', 'Black pepper', 'Fresh parsley', 'Fresh thyme', 'All-purpose flour']"
True,France,"France, United States of America (USA)",0.5,"['dinner', 'lunch', 'anytime']","['lunch', 'dinner', 'snack']",0.4,"['Main dish - eaten with sides', 'Appetizer / Starter']","['Starter', 'Soup', 'Side dish', 'Main dish - eaten with sides', 'Small plate / bowl served as a part of a collection']",0.5,"['Fork', 'Knife', 'Fingers']","knife and fork, hand",0.1,['Frog legs'],"['frog legs', 'Butter', 'Garlic', 'Lemon', 'Salt', 'Pepper', 'White wine', 'Chicken broth', 'Fresh parsley', 'Black truffle oil']"
True,Germany,Germany,0.5,"['lunch', 'dinner', 'snack', 'anytime']","['lunch', 'dinner']",0.5,"['Main dish - eaten with sides', 'Side dish']",['Main dish - eaten with sides'],0.0,"['Fork', 'Fingers']",,0.15384615384615385,"['cheese', 'toasted bread']","['cheese', 'pineapple', 'toasted bread', 'Bread', 'Ham', 'Anchovies', 'Tomato', 'Melted Cheese', 'Mayonnaise', 'Lettuce', 'Pickles', 'Mustard', 'Salt']"
True,Germany,Germany,0.3333333333333333,"['lunch', 'snack']","['lunch', 'dinner']",0.5,"['Main dish - eaten with sides', 'Side dish']",['Main dish - eaten with sides'],0.0,"['Fork', 'Knife', 'Fingers']",,0.2727272727272727,"['cheese', 'pineapple', 'toasted bread']","['pineapple', 'toasted bread', 'Bread', 'Ham', 'Margarine', 'Cheddar Cheese', 'Bacon', 'Egg', 'Mayonnaise', 'Chives', 'Salt']"
True,Germany,Germany,1.0,"['lunch', 'dinner']","['lunch', 'dinner']",1.0,['Main dish - eaten with sides'],['Main dish - eaten with sides'],0.0,"['Fork', 'Knife', 'Fingers']",,0.38461538461538464,"['Bread', 'Ham', 'Ananas', 'Butter', 'Sugar']","['cheese', 'pineapple', 'toasted bread', 'Bread', 'Ham', 'Ananas', 'Schwarzwälder Kirschtorte', 'Butter', 'Sugar', 'Egg', 'Cinnamon', 'Raisins', ""Confectioner's Sugar""]"
True,Germany,Germany,0.25,"['lunch', 'snack', 'anytime']","['lunch', 'dinner']",1.0,['Main dish - eaten with sides'],['Main dish - eaten with sides'],0.0,"['Fork', 'Knife', 'Fingers']",,0.15384615384615385,"['bread', 'cheese']","['cheese', 'pineapple', 'toasted bread', 'Bread', 'Ham', 'Anchovies', 'Tomato', 'Mozzarella', 'Mayonnaise', 'Lettuce', 'Onion', 'Salt', 'Pepper']"
True,Germany,Germany,0.5,"['lunch', 'dinner', 'snack', 'anytime']","['lunch', 'dinner']",1.0,['Main dish - eaten with sides'],['Main dish - eaten with sides'],0.0,"['Fork', 'Fingers']",,0.18181818181818182,"['Cheese', 'Bread']","['cheese', 'pineapple', 'toasted bread', 'Ham', 'Anchovies', 'Tomato', 'Mayonnaise', 'Lettuce', 'Cucumber', 'Pickle', 'Egg']"
False,Nigeria,Ghana,0.3333333333333333,"['lunch', 'dinner', 'anytime']",['anytime'],0.5,"['Main dish - eaten with sides', 'Side dish']",['Main dish - eaten with sides'],0.5,"['Fingers', 'Spoon']",Spoon,0.23076923076923078,"['onion', 'salt', 'pepper']","['onion', 'salt', 'pepper', 'water', 'Oil', 'Rice', 'Plantain', 'Beans', 'Tomato', 'Garlic', 'Ginger', 'Cassava', 'Vegetable oil']"
True,Ghana,Ghana,0.3333333333333333,"['lunch', 'dinner', 'anytime']",['anytime'],0.5,"['Main dish - eaten with sides', 'Side dish']",['Main dish - eaten with sides'],0.5,"['Fingers', 'Spoon']",Spoon,0.2857142857142857,"['onion', 'salt', 'pepper', 'oil']","['onion', 'salt', 'pepper', 'water', 'Oil', 'Rice', 'Beans', 'Tomatoes', 'Peppers', 'Garlic', 'Black pepper', 'Crushed tomatoes', 'Vegetable oil', 'Scotch bonnet peppers']"
False,Nigeria,Ghana,0.3333333333333333,"['lunch', 'dinner', 'anytime']",['anytime'],0.5,"['Main dish - eaten with sides', 'Side dish']",['Main dish - eaten with sides'],0.5,"['Fingers', 'Spoon']",Spoon,0.2857142857142857,"['onion', 'salt', 'pepper', 'Oil']","['onion', 'salt', 'pepper', 'water', 'Oil', 'Rice', 'plantain', 'beans', 'peanuts', 'tomatoes', 'chili peppers', 'black pepper', 'vegetable oil', 'garlic']"
False,South Africa,Ghana,0.3333333333333333,"['lunch', 'dinner', 'anytime']",['anytime'],0.5,"['Main dish - eaten with sides', 'Side dish']",['Main dish - eaten with sides'],0.5,"['Fingers', 'Spoon']",Spoon,0.4166666666666667,"['onion', 'salt', 'pepper', 'water', 'Oil']","['onion', 'salt', 'water', 'Oil', 'Rice', 'Maize flour', 'Peanuts', 'Sugar', 'Vegetable oil', 'Yeast', 'Ginger', 'Garlic']"
False,Nigeria,Ghana,0.3333333333333333,"['lunch', 'dinner', 'anytime']",['anytime'],0.5,"['Main dish - eaten with sides', 'Side dish']",['Main dish - eaten with sides'],0.5,"['Fingers', 'Spoon']",Spoon,1.0,"['onion', 'salt', 'pepper']","['onion', 'salt', 'pepper']"
False,Madagascar,Ghana,0.3333333333333333,"['lunch', 'dinner', 'anytime']",['anytime'],0.5,"['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",['Main dish - stand alone (e.g. one pot meal)'],0.3333333333333333,"['Fingers', 'Spoon']","Fork, spoon",0.35714285714285715,"['onion', 'yam', 'pepper', 'oil', 'tomato']","['onion', 'yam', 'pepper', 'water', 'Seasoning', 'Oil', 'Tomato', 'Peanuts', 'Garlic', 'Chili peppers', 'Salt', 'Black pepper', 'Vegetable oil', 'Ginger']"
False,Madagascar,Ghana,0.0,"['lunch', 'dinner']",['anytime'],0.0,"['Main dish - eaten with sides', 'Side dish']",['Main dish - stand alone (e.g. one pot meal)'],0.3333333333333333,"['Fingers', 'Spoon']","Fork, spoon",0.1875,"['onion', 'yam', 'tomato']","['onion', 'yam', 'pepper', 'water', 'Seasoning', 'Oil', 'Tomato', 'Plantain', 'Cassava', 'Peanuts', 'Onions', 'Garlic', 'Tomatoes', 'Chili peppers', 'Salt', 'Vegetable oil']"
False,Madagascar,Ghana,0.0,"['lunch', 'dinner']",['anytime'],0.0,"['Main dish - eaten with sides', 'Side dish']",['Main dish - stand alone (e.g. one pot meal)'],0.3333333333333333,"['Fingers', 'Spoon']","Fork, spoon",0.17647058823529413,"['onion', 'tomato', 'oil']","['onion', 'yam', 'pepper', 'water', 'Seasoning', 'Oil', 'Tomato', 'plantain', 'peanuts', 'onions', 'garlic', 'ginger', 'tomatoes', 'chili peppers', 'salt', 'black pepper', 'vegetable oil']"
False,Madagascar,Ghana,0.0,"['lunch', 'dinner']",['anytime'],0.0,['Main dish - eaten with sides'],['Main dish - stand alone (e.g. one pot meal)'],0.3333333333333333,"['Fingers', 'Spoon']","Fork, spoon",0.13333333333333333,"['onion', 'tomato']","['onion', 'yam', 'pepper', 'water', 'Seasoning', 'Oil', 'Tomato', 'Plantain', 'Rice', 'Peas', 'Spices', 'Vegetable oil', 'Salt', 'Black pepper', 'Chili pepper']"
False,Togo,Ghana,0.3333333333333333,"['lunch', 'dinner', 'anytime']",['anytime'],0.0,"['Main dish - eaten with sides', 'Small plate / bowl served as a part of a collection']",['Main dish - stand alone (e.g. one pot meal)'],0.3333333333333333,"['Spoon', 'Fingers']","Fork, spoon",0.13333333333333333,"['onion', 'tomato']","['onion', 'yam', 'pepper', 'water', 'Seasoning', 'Oil', 'Tomato', 'Plantain', 'Cassava', 'Chili pepper', 'Garlic', 'Salt', 'Black pepper', 'Vegetable oil', 'Spinach']"
True,Ghana,Ghana,0.6666666666666666,"['dinner', 'lunch', 'anytime']","['lunch', 'dinner']",0.0,"['Main dish - eaten with sides', 'Main dish - stand alone (e.g. one pot meal)']",['Side dish'],0.0,"['Fingers', 'Spoon']",right hand,0.2857142857142857,"['tomato', 'onion', 'oil', 'pepper']","['tomato', 'onion', 'pepper', 'Oil', 'spices', 'Cocoyam leaves', 'Koobi', 'plantains', 'palm oil', 'garlic', 'chili peppers', 'salt', 'black pepper', 'fish or meat (optional)']"
True,Ghana,Ghana,0.6666666666666666,"['dinner', 'lunch', 'anytime']","['lunch', 'dinner']",0.0,"['Main dish - eaten with sides', 'Main dish - stand alone (e.g. one pot meal)']",['Side dish'],0.0,"['Spoon', 'Fingers']",right hand,0.13333333333333333,"['tomato', 'onion']","['tomato', 'onion', 'pepper', 'Oil', 'spices', 'koobi', 'plantain', 'palm nut paste', 'chili peppers', 'tomatoes', 'salt', 'black pepper', 'crayfish', 'beef or goat meat', 'spinach']"
True,Ghana,Ghana,0.3333333333333333,"['dinner', 'anytime']","['lunch', 'dinner']",0.0,"['Main dish - eaten with sides', 'Main dish - stand alone (e.g. one pot meal)']",['Side dish'],0.0,"['Spoon', 'Fingers']",right hand,0.2,"['tomato', 'onion']","['tomato', 'onion', 'pepper', 'Oil', 'spices', 'salt', 'black pepper', 'garlic', 'spinach', 'beef or goat meat']"
True,Ghana,Ghana,0.6666666666666666,"['lunch', 'dinner', 'anytime']","['lunch', 'dinner']",0.0,"['Main dish - eaten with sides', 'Main dish - stand alone (e.g. one pot meal)']",['Side dish'],0.0,"['Spoon', 'Fingers']",right hand,0.15384615384615385,"['tomato', 'onion']","['tomato', 'onion', 'pepper', 'Oil', 'spices', 'Plantain', 'Peanuts', 'Tomatoes', 'Paprika', 'Garlic', 'Ginger', 'Chili peppers', 'Salt']"
True,Ghana,Ghana,0.6666666666666666,"['dinner', 'lunch', 'anytime']","['lunch', 'dinner']",0.5,"['Main dish - eaten with sides', 'Side dish']",['Side dish'],0.0,"['Spoon', 'Fingers']",right hand,0.2857142857142857,"['tomato', 'onion', 'pepper', 'Oil']","['tomato', 'onion', 'pepper', 'Oil', 'spices', 'Cocoyam leaves', 'Koobi', 'Plantain', 'Crab', 'Shrimp', 'Salt', 'Black pepper', 'Garlic', 'Palm oil']"
False,Japan,Ghana,0.5,"['lunch', 'dinner']",['lunch'],0.0,"['Main dish - eaten with sides', 'Side dish']",['Main dish - stand alone (e.g. one pot meal)'],0.3333333333333333,"['Fingers', 'Spoon']","Spoon, right hand",0.15384615384615385,"['peanuts', 'onions']","['maize', 'pepper', 'Oil', 'Onions', 'rice', 'peanuts', 'chilies', 'tomatoes', 'okra', 'spinach', 'groundnuts', 'beans', 'plantains']"
False,Japan,Ghana,0.3333333333333333,"['lunch', 'dinner', 'anytime']",['lunch'],0.0,['Main dish - eaten with sides'],['Main dish - stand alone (e.g. one pot meal)'],0.3333333333333333,"['Spoon', 'Fingers']","Spoon, right hand",0.07692307692307693,['Onions'],"['maize', 'pepper', 'Oil', 'Onions', 'Plantain', 'Peanuts', 'Tomatoes', 'Chili peppers', 'Garlic', 'Ginger', 'Crab meat', 'Palm oil', 'Salt']"
False,Japan,Ghana,0.3333333333333333,"['lunch', 'dinner', 'anytime']",['lunch'],0.0,"['Main dish - eaten with sides', 'Small plate / bowl served as a part of a collection']",['Main dish - stand alone (e.g. one pot meal)'],0.3333333333333333,"['Fingers', 'Spoon']","Spoon, right hand",0.07692307692307693,['Onions'],"['maize', 'pepper', 'Oil', 'Onions', 'Plantain', 'Peanuts', 'Tomatoes', 'Chili peppers', 'Garlic', 'Ginger', 'Salt', 'Black pepper', 'Palm oil']"
False,Japan,Ghana,0.3333333333333333,"['lunch', 'dinner', 'anytime']",['lunch'],0.0,['Main dish - eaten with sides'],['Main dish - stand alone (e.g. one pot meal)'],0.3333333333333333,"['Spoon', 'Fingers']","Spoon, right hand",0.07692307692307693,['onions'],"['maize', 'pepper', 'Oil', 'Onions', 'plantain', 'beans', 'peanuts', 'chilies', 'garlic', 'tomatoes', 'ginger', 'salt', 'black pepper']"
False,Japan,Ghana,0.3333333333333333,"['lunch', 'dinner', 'anytime']",['lunch'],0.0,[],['Main dish - stand alone (e.g. one pot meal)'],0.3333333333333333,"['Fingers', 'Spoon']","Spoon, right hand",0.23076923076923078,"['pepper', 'oil', 'onions']","['maize', 'pepper', 'Oil', 'Onions', 'rice', 'peanuts', 'chili peppers', 'garlic', 'tomatoes', 'plantains', 'okra', 'spinach', 'beans']"
False,Japan,Ghana,0.3333333333333333,"['lunch', 'dinner', 'anytime']",['anytime'],0.5,"['Main dish - eaten with sides', 'Side dish']",['Main dish - eaten with sides'],1.0,"['Spoon', 'Fingers']","Fingers, spoon",0.07692307692307693,['salt'],"['shea butter', 'salt', 'pepper', 'Grinded yam peels', 'Rice', 'Peas', 'Onions', 'Tomatoes', 'Chili peppers', 'Garlic', 'Ginger', 'Peanuts', 'Vegetable oil']"
False,Japan,Ghana,0.3333333333333333,"['lunch', 'dinner', 'anytime']",['anytime'],0.5,"['Main dish - eaten with sides', 'Side dish']",['Main dish - eaten with sides'],1.0,"['Spoon', 'Fingers']","Fingers, spoon",0.07692307692307693,['salt'],"['shea butter', 'salt', 'pepper', 'Grinded yam peels', 'Rice', 'Peas', 'Onions', 'Tomatoes', 'Peanuts', 'Spices', 'Vegetable oil', 'Chili peppers', 'Ginger']"
False,Japan,Ghana,0.0,"['lunch', 'dinner']",['anytime'],1.0,['Main dish - eaten with sides'],['Main dish - eaten with sides'],1.0,"['Spoon', 'Fingers']","Fingers, spoon",0.07692307692307693,['salt'],"['shea butter', 'salt', 'pepper', 'Grinded yam peels', 'Rice', 'Beans', 'Onions', 'Tomatoes', 'Peppers', 'Spices', 'Vegetable oil', 'Groundnut paste', 'Potatoes']"
False,Japan,Ghana,0.0,"['lunch', 'dinner']",['anytime'],0.5,"['Main dish - eaten with sides', 'Side dish']",['Main dish - eaten with sides'],1.0,"['Spoon', 'Fingers']","Fingers, spoon",0.3333333333333333,"['salt', 'pepper']","['salt', 'pepper', 'onion', 'tomato', 'garlic', 'ginger']"
False,Japan,Ghana,0.0,"['lunch', 'dinner']",['anytime'],1.0,['Main dish - eaten with sides'],['Main dish - eaten with sides'],1.0,"['Spoon', 'Fingers']","Fingers, spoon",0.18181818181818182,"['salt', 'pepper']","['salt', 'pepper', 'rice', 'beans', 'onions', 'tomatoes', 'peppers', 'black pepper', 'vegetable oil', 'garlic', 'chili peppers']"
False,Equatorial Guinea,Ghana,0.4,"['lunch', 'dinner']","['breakfast', 'lunch', 'dinner', 'snack', 'anytime']",0.3333333333333333,"['Main dish - eaten with sides', 'Side dish']","['Starter', 'Side dish', 'Main dish - eaten with sides', 'Small plate / bowl for sharing', 'Small plate / bowl served as a part of a collection', 'Dessert']",0.0,"['Fingers', 'Spoon']",right hand,0.07142857142857142,['tomato'],"['rice flour', 'rice', 'Sugar', 'corn flower', 'Plantain', 'Pepper', 'Onion', 'Tomato', 'Beef', 'Peanuts', 'Salt', 'Black pepper', 'Garlic', 'Tomato paste']"
True,Ghana,Ghana,0.4,"['lunch', 'dinner']","['breakfast', 'lunch', 'dinner', 'snack', 'anytime']",0.3333333333333333,"['Main dish - eaten with sides', 'Side dish']","['Starter', 'Side dish', 'Main dish - eaten with sides', 'Small plate / bowl for sharing', 'Small plate / bowl served as a part of a collection', 'Dessert']",0.0,"['Spoon', 'Fingers']",right hand,0.14285714285714285,"['rice', 'sugar']","['rice flour', 'rice', 'Sugar', 'corn flower', 'plantain', 'peanut paste', 'fish', 'onions', 'garlic', 'chili peppers', 'salt', 'black pepper', 'vegetable oil', 'tomato']"
True,Ghana,Ghana,0.6,"['lunch', 'dinner', 'anytime']","['breakfast', 'lunch', 'dinner', 'snack', 'anytime']",0.3333333333333333,"['Main dish - eaten with sides', 'Side dish']","['Starter', 'Side dish', 'Main dish - eaten with sides', 'Small plate / bowl for sharing', 'Small plate / bowl served as a part of a collection', 'Dessert']",0.0,"['Fingers', 'Spoon']",right hand,0.14285714285714285,"['rice', 'sugar']","['rice flour', 'rice', 'Sugar', 'corn flower', 'Yam', 'Pepper', 'Onion', 'Tomato', 'Chili', 'Garlic', 'Beef or Chicken', 'Salt', 'Black Pepper', 'Vegetable Oil']"
True,Ghana,Ghana,0.4,"['lunch', 'dinner']","['breakfast', 'lunch', 'dinner', 'snack', 'anytime']",0.3333333333333333,"['Main dish - eaten with sides', 'Side dish']","['Starter', 'Side dish', 'Main dish - eaten with sides', 'Small plate / bowl for sharing', 'Small plate / bowl served as a part of a collection', 'Dessert']",0.0,"['Spoon', 'Fingers']",right hand,0.14285714285714285,"['rice', 'sugar']","['rice flour', 'rice', 'Sugar', 'corn flower', 'plantain', 'peanuts', 'onions', 'garlic', 'chilies', 'ginger', 'tomatoes', 'vegetable oil', 'salt', 'black pepper']"
False,Nigeria,Ghana,0.6,"['lunch', 'dinner', 'anytime']","['breakfast', 'lunch', 'dinner', 'snack', 'anytime']",0.3333333333333333,"['Main dish - eaten with sides', 'Side dish']","['Starter', 'Side dish', 'Main dish - eaten with sides', 'Small plate / bowl for sharing', 'Small plate / bowl served as a part of a collection', 'Dessert']",0.0,"['Fingers', 'Spoon']",right hand,0.07692307692307693,['Rice'],"['rice flour', 'rice', 'sugar', 'corn flower', 'peas', 'tomatoes', 'onions', 'spices', 'vegetable oil', 'beef or chicken', 'potatoes', 'garlic', 'salt']"
True,Ghana,Ghana,0.3333333333333333,"['breakfast', 'lunch']","['lunch', 'dinner']",0.3333333333333333,"['Main dish - eaten with sides', 'Side dish']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",0.0,"['Fingers', 'Spoon']",Hands,0.25,"['tomato', 'onion', 'corn dough', 'cassava dough']","['tomato', 'onion', 'ginger', 'garlic', 'okra', 'maize', 'fish', 'pepper', 'corn dough', 'cassava dough', 'Water', 'Potato starch', 'Salt', 'Vegetable oil', 'Chili peppers', 'Spices']"
True,Ghana,Ghana,0.3333333333333333,"['breakfast', 'lunch']","['lunch', 'dinner']",0.3333333333333333,"['Main dish - eaten with sides', 'Side dish']","['Main dish - stand alone (e.g. one pot meal)', 'Main dish - eaten with sides']",0.0,"['Fingers', 'Spoon']",Hands,0.2222222222222222,"['tomato', 'onion']","['tomato', 'onion', 'cassava dough', 'Cassava flour', 'Water', 'Fermented corn dough', 'Spices', 'Vegetable oil', 'Salt']"
