id,seed,local_name,apologize,not known,not real,take a guess,describe
638,2,Madesu ya pembe ba tia makoso,False,False,False,False,"`Madesu ya pembe ba tia makoso` is a traditional dish originating from the Democratic Republic of the Congo and Gabon. This dish typically consists of cooked tripe (pembe) and cassava leaves (makoso) stewed together in a flavorful sauce. The tripe is usually boiled until tender before being combined with the cassava leaves and other ingredients such as onions, tomatoes, garlic, and various spices. The dish is known for its rich, aromatic flavors and is often served with a side of fufu or rice. It is a popular dish in the region and is enjoyed by many for its hearty and savory taste."
638,3,Madesu ya pembe ba tia makoso,False,False,False,False,"`Madesu ya pembe ba tia makoso` is a traditional dish from the Democratic Republic of the Congo and Gabon. It is a flavorful stew made with white beans (pembe), cassava leaves (makoso), and smoked fish or meat. The dish is typically cooked with palm oil, onions, garlic, and a variety of spices and herbs to enhance the taste. It is a hearty and nutritious meal that is often served with a side of fufu or rice. The combination of ingredients in this dish creates a delicious and aromatic stew that is popular in Central African cuisine."
638,4,Madesu ya pembe ba tia makoso,False,False,False,False,"`Madesu ya pembe ba tia makoso` is a traditional dish from the Democratic Republic of the Congo and Gabon. It is a hearty stew made with beef (pembe), plantains (makoso), and palm oil. The dish is typically cooked slowly to allow the flavors to meld together. The plantains add a sweet and starchy element to the stew, while the palm oil gives it a rich and earthy flavor. `Madesu ya pembe ba tia makoso` is often served with a side of rice or fufu to soak up the delicious sauce."
738,0,Makovnjača,False,False,False,False,"Makovnjača is a traditional Croatian pastry made from dough that is rolled out and filled with a sweet poppy seed filling. The poppy seed filling is typically made by grinding poppy seeds and mixing them with honey, sugar, and sometimes nuts or cinnamon for added flavor. Once the filling is spread onto the dough, the pastry is rolled up, baked until golden brown, and then sliced into individual servings. Makovnjača is often enjoyed as a dessert or with coffee or tea. It is a popular dish during holidays and special occasions in Croatia."
738,1,Makovnjača,False,False,False,False,"Makovnjača is a traditional Croatian dessert made with a yeast dough and a sweet poppy seed filling. The dough is rolled out thinly, spread with a mixture of ground poppy seeds, sugar, and sometimes honey, then rolled up into a log shape. It is typically shaped into a spiral or a loaf before being baked until golden brown. Makovnjača is often enjoyed during holidays and special occasions in Croatia, such as Christmas and Easter. It has a sweet, nutty flavor from the poppy seeds and a soft, slightly chewy texture from the dough, making it a beloved treat in Croatian cuisine."
738,2,Makovnjača,False,False,False,False,"Makovnjača is a traditional Croatian pastry filled with poppy seeds. It is typically made by rolling out a dough made from flour, yeast, sugar, butter, milk, and eggs, then spreading a sweet filling of ground poppy seeds mixed with sugar, honey, and sometimes nuts. The dough is rolled up with the filling inside, baked until golden brown, and often sprinkled with powdered sugar before serving. Makovnjača is commonly enjoyed during holidays and special occasions in Croatia."
738,3,Makovnjača,False,False,False,False,"`Makovnjača` is a traditional Croatian dessert pastry made with poppy seeds as the main ingredient. The pastry dough is typically made with flour, butter, milk, sugar, and yeast, and the filling is a mixture of ground poppy seeds, sugar, and sometimes other ingredients like honey, walnuts, or raisins. The poppy seed filling is spread onto the rolled-out dough, which is then rolled up and shaped into a loaf or a braided shape before baking. It is often served during holidays and special occasions in Croatia."
738,4,Makovnjača,False,False,False,False,"`Makovnjača` is a traditional Croatian pastry made with a sweet yeast dough that is filled with a rich and fragrant poppy seed filling. The filling is typically made by grinding poppy seeds and mixing them with sugar, butter, milk, and sometimes raisins or nuts for added flavor and texture. The dough is rolled out and the filling is spread evenly over the surface before the pastry is rolled up like a jelly roll, shaped into a spiral, and baked until golden brown. `Makovnjača` is often enjoyed as a sweet treat during holidays and special occasions in Croatia."
132,0,Stjerneskud,False,False,False,False,"`Stjerneskud`, which translates to ""Shooting Star"" in English, is a traditional Danish open-faced sandwich. It typically consists of a base of buttered rye bread topped with a fillet of fried or steamed fish (often plaice or other white fish), shrimp, and a dollop of mayonnaise. The dish is often garnished with a slice of lemon, asparagus, caviar, and watercress. `Stjerneskud` is known for its combination of fresh seafood flavors and hearty rye bread, making it a popular and relatively light lunch option in Denmark."
132,1,Stjerneskud,False,False,False,False,"`Stjerneskud`, which translates to ""shooting star"" in English, is a traditional Danish open-faced sandwich. It typically consists of a base of buttered rye bread, topped with fried plaice fillets, shrimp, mayonnaise, caviar, and lemon slices. The dish is often garnished with fresh dill and parsley. `Stjerneskud` is known for its combination of flavors and textures, with the crispy fish, tender shrimp, creamy mayo, and tangy caviar creating a delicious and satisfying dish. It is commonly served as a lunch or light dinner option in Denmark."
132,2,Stjerneskud,False,False,False,False,"`Stjerneskud`, which translates to ""shooting star"" in Danish, is a traditional open-faced sandwich (smørrebrød) from Denmark. It typically consists of a base of buttered rye bread topped with fried and breaded plaice fillets, shrimp, a dollop of mayonnaise, and garnished with sliced lemon and fresh dill. The dish is known for its visual appeal, as the arrangement of the ingredients is meant to resemble a shooting star. `Stjerneskud` is often served as a lunch or a light dinner option in Danish cuisine."
132,3,Stjerneskud,False,False,False,False,"`Stjerneskud`, which translates to ""shooting star"" in English, is a popular open-faced sandwich from Denmark. It typically consists of a base of buttered rye bread topped with fried plaice fillets, pickled shrimp, a dollop of mayonnaise, and garnished with lettuce, caviar, and lemon slices. The dish is known for its fresh and flavorful seafood elements combined with the rich creaminess of the mayonnaise. It is often served as a lunch or light dinner option in Danish cafes and restaurants."
132,4,Stjerneskud,False,False,False,False,"Stjerneskud, which translates to ""shooting star"" in Danish, is a traditional open-faced sandwich from Denmark. It typically consists of a base of buttered rye bread topped with a mixture of fried plaice fillets and shrimp, dressed with a variety of toppings such as lettuce, caviar, asparagus, and mayonnaise. The dish is often garnished with lemon wedges and fresh herbs, and it is known for its fresh and flavorful seafood components. Stjerneskud is popular in Denmark and can be found in many Danish restaurants and cafes."
936,0,قمر الدين,False,False,False,False,"`قمر الدين` is a popular traditional Egyptian dish that consists of a sweet and creamy pudding made from a base of dried apricot paste, also known as qamar al-din. The paste is mixed with milk, sugar, and sometimes starch to create a smooth and thick consistency. It is often flavored with rose water, orange blossom water, or nuts such as almonds or pistachios. `قمر الدين` is usually served cold and garnished with nuts or coconut flakes. It is commonly enjoyed as a dessert or a sweet treat during special occasions and religious holidays in Egypt."
936,1,قمر الدين,False,False,False,False,"`قمر الدين` in Egypt refers to a traditional sweet dish typically made with dried apricots or apricot paste stuffed with nuts, such as almonds or walnuts, and then cooked in a sugar syrup flavored with rose water or orange blossom water. The dish is often garnished with nuts or coconut flakes on top. It is popular during religious and festive occasions in Egypt and is enjoyed as a dessert or snack. The name `قمر الدين` translates to ""Moon of Religion"" in Arabic."
936,2,قمر الدين,False,False,False,False,`قمر الدين` is a popular traditional Egyptian dish made with dried and sweetened apricot fruit paste stuffed with a mixture of walnuts or pistachios. It is typically shaped into small balls or rolled into cylinders and then coated with powdered sugar. This delicacy is often enjoyed as a sweet treat during special occasions and religious holidays in Egypt.
936,3,قمر الدين,False,False,False,False,"`قمر الدين` is a traditional Middle Eastern dish that is popular in Egypt. It is a sweet dish made with dried apricots that are filled with a mixture of nuts such as almonds or walnuts, then cooked in a sugar syrup flavored with rose water and orange blossom water. The dish is then typically garnished with chopped pistachios or almonds. قمر الدين is often served during special occasions and religious holidays in Egypt. The combination of sweet apricots, crunchy nuts, and fragrant floral waters make for a delicious and indulgent dessert."
936,4,قمر الدين,False,False,False,False,"`قمر الدين` is a popular Egyptian dessert made of apricot paste stuffed with roasted walnuts and shaped into small balls or dome-like shapes. These apricot balls are then rolled in coconut flakes or powdered sugar for added texture and sweetness. The dish is commonly served during special occasions such as Ramadan, weddings, and other celebrations in Egypt. It is known for its sweet and nutty flavor, making it a beloved treat among locals and visitors alike."
935,0,زلابيه,False,False,False,False,"`زلابيه` is a popular and traditional Egyptian dessert made from dough that is typically deep-fried until it is crispy and golden brown. It is then soaked in a sweet sugar syrup or honey, often flavored with rose water or orange blossom water, giving it a fragrant and sweet taste. `زلابيه` is usually shaped into round or spiral forms, and sometimes sprinkled with chopped nuts like pistachios or almonds for added texture and flavor. It is commonly enjoyed during special occasions and celebrations in Egypt."
935,1,زلابيه,False,False,False,False,"`زلابيه`, also spelled as Zalabya, is a popular traditional Egyptian dessert that is enjoyed during Ramadan and special occasions. It is essentially a type of deep-fried dough that is shaped into small round balls or rings and then soaked in a simple syrup flavored with rose water or orange blossom water. The result is a sweet and syrupy treat that is crispy on the outside and soft on the inside. `زلابيه` is often sprinkled with powdered sugar or ground nuts before serving. It is known for its addictive sweetness and is a favorite among locals and visitors alike."
935,2,زلابيه,False,False,False,False,"`زلابيه`, also known as Zalabia, is a popular Egyptian dessert that is commonly enjoyed during the month of Ramadan and other special occasions. It is a deep-fried doughnut-like pastry that is typically made from a simple batter of flour, water, yeast, and sugar. The batter is usually piped or poured into hot oil to form spiral or round shapes, which are then deep-fried until golden brown and crispy.

After frying, the `زلابيه` is traditionally soaked in a sugar syrup flavored with rose water or orange blossom water, giving it a sweet and aromatic taste. Some variations of `زلابيه` may also be dusted with powdered sugar, cinnamon, or nuts for additional flavor and texture. It is often served warm and enjoyed with a cup of tea or coffee.

`زلابيه` is known for its airy and light texture, with a crisp exterior and a syrup-soaked interior that is sweet and indulgent. It is a popular street food in Egypt and is also commonly made at home for family gatherings and celebrations."
935,3,زلابيه,False,False,False,False,"`زلابيه`, also known as zalabya, is a popular dessert in Egypt. It is made from choux pastry that is deep-fried until golden and crispy, then soaked in a simple syrup flavored with rose water or orange blossom water. The resulting pastry is shaped into small round balls or sometimes elongated shapes and is often sprinkled with powdered sugar or sesame seeds before serving. `زلابيه` is commonly enjoyed during celebrations and special occasions, and it is a beloved sweet treat among Egyptians and visitors alike."
935,4,زلابيه,False,False,False,False,"In Egypt, `زلابيه` is a popular traditional dessert that is similar to a doughnut but has a slightly different shape and flavor. It is made by deep-frying dough that is typically made from flour, sugar, yeast, and water. Once fried, the `زلابيه` is often soaked in a fragrant sugar syrup or dusted with powdered sugar for added sweetness. The result is a sweet, fluffy, and delicious treat that is often enjoyed during celebrations or as a special dessert."
934,0,قطايف,False,False,False,False,"`قطايف` is a popular dessert in Egypt, also known as ""katayef"" in other Middle Eastern countries. It is a type of sweet dumpling made from a thin dough filled with various ingredients such as nuts, sweet cheeses, or cream. The dumplings are often folded or rolled into different shapes before being fried or baked, and then soaked in a sugary syrup or honey. `قطايف` is commonly enjoyed during Ramadan and other special occasions in Egypt. "
934,1,قطايف,False,False,False,False,"`قطايف` is a popular Middle Eastern dessert, also known as ""qatayef"" in other regions. However, the Egyptian version may have some unique variations. 

In Egypt, `قطايف` is typically made during the holy month of Ramadan and is a favorite item for breaking the fast. It consists of small, pancake-like rounds of dough, which are filled with a sweet mixture of nuts, sugar, and spices such as cinnamon and sometimes flavored with rosewater or orange blossom water. The stuffed rounds are either folded in a half-moon shape or left open and then fried until golden and crispy. 

After being fried, the `قطايف` are usually dipped in a sugar syrup or honey to add extra sweetness. Sometimes they are also sprinkled with powdered sugar or ground pistachios for garnish. This dessert is enjoyed warm and is often served with tea, especially during Ramadan or other special occasions in Egypt."
934,2,قطايف,False,False,False,False,"`قطايف` is a popular dessert in Egypt that is similar to pancakes or crepes. It is typically made from a thin batter consisting of flour, sugar, water, and sometimes yeast. The batter is poured onto a hot griddle or pan and cooked until it forms a thin, round pastry. Once cooked, `قطايف` is traditionally filled with a sweet mixture of nuts, such as walnuts or pistachios, and then folded or rolled into a small finger-sized shape. It is often drizzled with a sugary syrup or honey and sprinkled with powdered sugar before serving. `قطايف` is commonly enjoyed as a sweet treat during special occasions, such as Ramadan or weddings, and is a favorite among Egyptians for its delicious and indulgent flavors."
934,3,قطايف,False,False,False,False,"`قطايف` is a popular sweet dessert in Egypt that is similar to Middle Eastern and Mediterranean pastries known as ""qatayef"" or ""katayef"". It is traditionally made during the holy month of Ramadan and other special occasions. 

`قطايف` consists of small pancakes or semi-circular dough pockets made from a special batter. The dough is typically filled with a variety of delicious fillings such as sweet cheese, nuts, or a mixture of sugar, cinnamon, and nuts. Once filled, the dough is folded and either baked, fried, or deep-fried until golden and crispy.

After cooking, `قطايف` is usually drizzled with sugar syrup or honey and sometimes sprinkled with powdered sugar or more nuts before serving. It is enjoyed warm and is a favorite treat for many Egyptians during festivities and celebrations."
934,4,قطايف,False,False,False,False,"`قطايف` is a popular Egyptian dessert that is also known as ""qatayef."" It is a type of sweet stuffed pancake or dumpling that is commonly eaten during the holy month of Ramadan. The dish consists of a thin pancake-like base made of a special batter that is folded or rolled into a crescent shape and filled with a sweet mixture such as nuts, cheese, or cream. After being filled, the qatayef is then fried or baked until golden and crispy. It is typically served drizzled with sugar syrup, honey, or powdered sugar. Qatayef is a delicious and indulgent treat enjoyed by Egyptians during special occasions and celebrations."
933,0,غريبه,False,False,False,False,"`غريبه` is a popular Egyptian dish known for its delicious taste and unique texture. It is typically made from a mixture of coarse bulgur wheat, minced onions, minced meat (often beef or lamb), and a variety of aromatic spices such as cumin, paprika, and parsley. The mixture is then shaped into small balls or patties and deep-fried until golden and crispy. `غريبه` is commonly served as an appetizer or snack, often accompanied by a side of tahini sauce or a refreshing salad. It is a flavorful and satisfying dish that is enjoyed by many in Egypt."
933,1,غريبه,False,False,False,False,"In Egypt, `غريبه` is a popular dish enjoyed during family gatherings and celebrations. It is a traditional pastry made with a dough that typically contains flour, butter, sugar, and some form of nuts such as pistachios or walnuts. The dough is usually shaped into small round or crescent shapes and then baked until golden brown. `غريبه` is often sprinkled with powdered sugar or drizzled with syrup after baking to add sweetness and enhance the flavor. This dish is known for its delicate texture and nutty taste, making it a favorite among many Egyptians. It is commonly served with tea or coffee as a sweet treat."
933,2,غريبه,False,False,False,False,"`غريبه` is a traditional Egyptian dish that is commonly enjoyed as a savory snack or appetizer. It consists of small, deep-fried dough balls that are typically filled with a savory mixture of minced meat, onions, and various spices. The dough is usually made from a mixture of flour, water, and salt, and is shaped into small balls before being deep-fried to golden brown perfection. `غريبه` is often served hot and crispy, and is popularly enjoyed with a side of tahini sauce or other dipping sauces. It is a popular street food in Egypt and is a favorite among locals and visitors alike."
933,3,غريبه,False,False,False,False,"`غريبه` is a popular Egyptian dessert that consists of a sweet pastry filled with a mixture of nuts, usually walnuts or almonds, and flavored with rose water or orange blossom water. The pastry is typically shaped into small triangular or crescent shapes before being deep fried until crispy and golden brown. After frying, the pastries are coated in a sticky, sweet syrup made from sugar, water, and sometimes flavored with lemon juice. `غريبه` is often enjoyed during special occasions and celebrations in Egypt and is known for its crunchy exterior and sweet, nutty filling."
933,4,غريبه,False,False,False,False,"`غريبه` is a traditional Egyptian dessert that is popular during festivals and celebrations. It is made from a dough that is typically filled with a mixture of nuts, such as almonds or pistachios, sugar, and sometimes flavored with rose water or orange blossom water. The dough is usually shaped into small rounds or crescent shapes before being baked until golden and crispy. After baking, `غريبه` is often dusted with powdered sugar or drizzled with syrup for added sweetness. It is known for its delicate and rich flavors, making it a favorite treat for many Egyptians."
931,0,كنافه,False,False,False,False,"`كنافه` is a popular Middle Eastern dessert that consists of thin noodle-like pastry soaked in sugar-based syrup, filled with cheese or nuts, and often flavored with rose water or orange blossom water. In Egypt, `كنافه` is typically made with a layer of crispy shredded phyllo dough on the bottom, followed by a layer of creamy white cheese, and topped with more shredded phyllo dough. It is then baked until golden brown and served hot, with an additional drizzle of syrup or a sprinkle of powdered sugar on top. This dessert is loved for its contrast of textures between the crispy exterior and the soft, gooey cheese filling."
931,1,كنافه,False,False,False,False,"كنافه, also known as kanafeh, is a popular Middle Eastern dessert that is especially loved in Egypt. It is made with shredded phyllo dough (kataifi), butter, sugar, cheese, and nuts, such as pistachios or almonds. The dish is usually baked until the kataifi is crispy and golden, then soaked in a sugar syrup flavored with rose water or orange blossom water. Sometimes it is topped with a creamy, thick layer of qishta (clotted cream) or served with a scoop of vanilla ice cream. Kanafeh is known for its unique combination of crunchy and gooey textures, as well as its sweet and floral flavors. It is often enjoyed during special occasions, such as Eid celebrations or family gatherings."
931,2,كنافه,False,False,False,False,"`كنافه` in Egypt, also known as kunafa, is a popular Middle Eastern dessert made with thin strands of shredded phyllo dough or semolina dough, filled with sweet cheese or nuts, and soaked in a sugary syrup. It is typically baked until golden and crispy on the outside, while the inside remains soft and gooey. The dish is often flavored with rose water or orange blossom water, and sometimes topped with crushed pistachios or clotted cream. In Egypt, kunafa is commonly enjoyed during special occasions and celebrations, and it is known for its rich, indulgent taste and satisfying texture."
931,3,كنافه,False,False,False,False,"`كنافه` in Egypt is a popular Middle Eastern sweet dish made from shredded filo pastry dough, often filled with a mixture of sweetened cheese and nuts, such as pistachios or walnuts. This mixture is placed between layers of the shredded dough, which is then baked or pan-fried until crispy and golden. Once cooked, `كنافه` is typically soaked in a sweet, aromatic sugar syrup or honey, giving it a sticky and decadent texture. It is often garnished with additional nuts or a dusting of powdered sugar before serving. `كنافه` is enjoyed as a dessert or sweet treat, enjoyed during festive occasions or special celebrations in Egypt and throughout the Middle East."
931,4,كنافه,False,False,False,False,"`كنافه` (kunafa) is a popular Middle Eastern dessert with many variations across countries, including Egypt. In the Egyptian version, it typically consists of shredded phyllo dough or semolina dough layered with a creamy cheese filling, such as ricotta or akkawi cheese. The layers are soaked in simple syrup flavored with rose or orange blossom water and then baked until golden and crispy. It is often garnished with chopped nuts, such as pistachios or almonds. The end result is a rich, sweet, and decadent treat that is enjoyed during special occasions and celebrations in Egypt."
930,0,فول مدمس,False,False,False,False,"`فول مدمس`, also known as ful medames, is a popular dish in Egypt and many other Middle Eastern countries. It is a hearty and nutritious breakfast dish made from slow-cooked fava beans that are mashed and seasoned with garlic, lemon juice, cumin, and olive oil. The dish is typically served hot and topped with additional ingredients such as chopped tomatoes, onions, parsley, and hard-boiled eggs. Ful medames is often eaten with bread or pita and is considered a staple in Egyptian cuisine. It is a favorite street food and can be found in restaurants and food stalls throughout the country."
930,1,فول مدمس,False,False,False,False,"`فول مدمس` is a popular Egyptian dish made from cooked fava beans that are mashed and mixed with various ingredients, such as garlic, lemon juice, cumin, olive oil, and sometimes tahini. It is typically served as a breakfast food and is commonly enjoyed with a side of vegetables, pickles, and bread like baladi or taamiya. `فول مدمس` is often garnished with chopped tomatoes, onions, parsley, and hard-boiled eggs. It is known for being a nutritious and filling meal that is enjoyed by many Egyptians."
930,2,فول مدمس,False,False,False,False,"`فول مدمس` is a traditional Egyptian dish made from cooked fava beans that are mashed or pureed and typically seasoned with ingredients such as garlic, lemon juice, olive oil, cumin, and tahini. It is often served as a breakfast dish and is commonly eaten with bread or pita. `فول مدمس` is typically garnished with ingredients like chopped tomatoes, parsley, and hard-boiled eggs. It is a popular street food in Egypt and is considered a staple in the Egyptian diet. The dish is known for its creamy texture and rich, savory flavor."
930,3,فول مدمس,False,False,False,False,"`فول مدمس`, also known as foul medames, is a popular Egyptian dish made from cooked and mashed fava beans. The dish is typically seasoned with ingredients such as garlic, lemon juice, olive oil, and cumin, and is often served for breakfast or as part of a mezze spread. It is usually topped with ingredients like chopped tomatoes, onions, parsley, and sometimes boiled eggs. `فول مدمس` is commonly enjoyed with pita bread or baladi bread."
930,4,فول مدمس,False,False,False,False,"`فول مدمس` is a popular Egyptian breakfast dish made from cooked fava beans that are mashed and mixed with various ingredients including garlic, lemon juice, cumin, and olive oil. It is typically served with toppings such as chopped tomatoes, onions, parsley, and a hard-boiled egg. `فول مدمس` is usually eaten with Egyptian flatbread known as ""baladi bread"" or pita bread. It is a nutritious and filling dish commonly enjoyed in Egypt for breakfast."
929,0,فلافل,False,False,False,False,"`فلافل` is a popular Middle Eastern dish that is also widely enjoyed in Egypt. It consists of deep-fried balls made from ground chickpeas or fava beans, mixed with various herbs and spices such as onions, garlic, coriander, and cumin. These balls are typically served in a pita bread or flatbread, with tahini sauce, hummus, salads, pickles, and sometimes hot sauce. `فلافل` is commonly enjoyed as street food or as a quick and satisfying meal. It is a favorite among vegetarians and vegans due to its plant-based ingredients."
929,1,فلافل,False,False,False,False,"`فلافل`, also known as falafel, is a popular dish in Egypt as well as many other Middle Eastern countries. It consists of deep-fried balls or patties made from ground chickpeas or fava beans, mixed with herbs and spices such as parsley, cilantro, cumin, and garlic. The mixture is typically seasoned with salt, pepper, and other regional spices for added flavor.

The texture of falafel is crispy on the outside and soft on the inside, and it is often served with a variety of accompaniments such as tahini sauce, hummus, pickles, salad, or pita bread. It can be enjoyed as a sandwich or wrap, served as part of a mezze platter, or eaten on its own as a snack.

Falafel is a popular street food in Egypt, sold by vendors and eateries in bustling markets or on street corners. It is a common choice for a quick and satisfying meal for both locals and tourists alike."
929,2,فلافل,False,False,False,False,"`فلافل` in Egypt, also known as ""Taameyya,"" is a popular street food made from ground fava beans or chickpeas mixed with herbs and spices. The mixture is formed into small balls or patties, then deep-fried until crisp on the outside and soft on the inside. It is typically served in a pita bread or flatbread with salad, tahini sauce, pickles, and sometimes hot sauce. `فلافل` is a widely consumed and loved dish in Egypt, enjoyed as a snack or a light meal. It is known for its crunchy texture, flavorful taste, and versatility in being served in various ways."
929,3,فلافل,False,False,False,False,"In Egypt, فلافل is a popular street food dish made from ground fava beans or chickpeas, mixed with herbs and spices, formed into small patties or balls, and deep-fried until crispy. It is typically served with tahini sauce, pita bread, pickled vegetables, and salads like tabbouleh. فلافل is known for its crunchy exterior and soft, flavorful interior, making it a beloved dish in Egypt and throughout the Middle East. It is commonly enjoyed as a quick and satisfying meal or snack."
929,4,فلافل,False,False,False,False,"Falafel, known as `فلافل` in Arabic, is a popular street food in Egypt. It is made from ground fava beans or chickpeas, mixed with herbs, spices, and onions, then formed into small balls and deep-fried until crispy and golden brown. Falafel is typically served with pita bread, tahini sauce, hummus, and a variety of fresh vegetables like tomatoes, cucumbers, and lettuce. It is a vegetarian dish that is flavorful, filling, and widely enjoyed across Egypt and the Middle East. Falafel is often eaten as a sandwich or as part of a mezze platter, and it is a staple in both casual and upscale dining establishments in Egypt."
928,0,فطير مشلتت,False,False,False,False,"`فطير مشلتت` is a popular savory pastry dish in Egypt. It consists of layers of flaky dough that are filled with a mixture of minced meat (usually lamb or beef), onions, spices (such as cumin, paprika, and black pepper), and sometimes pine nuts or raisins. The dough is typically brushed with butter or oil before baking to achieve a crispy and golden exterior. This dish is commonly served as a snack or appetizer, and it is enjoyed both at home and in local bakeries and food stalls."
928,1,فطير مشلتت,False,False,False,False,"`فطير مشلتت` is a popular Egyptian dish that consists of flaky, crispy pastry filled with a savory mixture. The filling typically includes a combination of ground meat (such as beef or lamb), onions, garlic, and a variety of spices like cumin, paprika, and black pepper. Some variations may also include chopped vegetables like bell peppers or tomatoes. The pastry is usually folded over the filling and then baked until golden and crispy. `فطير مشلتت` is commonly enjoyed as a snack or light meal in Egypt and is often served with a side of pickles or salad."
928,2,فطير مشلتت,False,False,False,False,"`فطير مشلتت` is a popular Egyptian dish that consists of layers of thin dough filled with a mixture of seasoned ground meat, onions, and parsley. The dough is typically brushed with butter or oil between each layer before being baked in the oven until crispy and golden brown. This savory pastry is often served as a snack or as part of a meal and is enjoyed by many in Egypt. The name ""مشلتت"" refers to the layers of the dough that are stretched and stacked on top of each other to create a flaky and delicious texture."
928,3,فطير مشلتت,False,False,False,False,"`فطير مشلتت`, also known as ""feteer meshaltet"", is a popular traditional Egyptian dish. It is a flaky, layered pastry that is similar to a combination of puff pastry and phyllo dough. The dough is typically made with flour, water, and butter or ghee, and is stretched and folded to create thin layers. 

The filling of `فطير مشلتت` can vary, but common options include combinations of savory ingredients such as cheese, minced meat, or spiced vegetables. Sweet variations with fillings like nuts, honey, and raisins are also popular. The pastry is then baked in a wood-fired clay oven or a regular oven until golden and crispy.

`فطير مشلتت` is often served as a popular street food in Egypt, where it is enjoyed as a delicious and satisfying meal or snack. It can be found in local bakeries, food stalls, and restaurants throughout the country."
928,4,فطير مشلتت,False,False,False,False,"`فطير مشلتت` is a popular Egyptian dish that consists of layers of thin pastry filled with a savory mixture typically made of minced meat, onions, herbs, and spices. The pastry is usually brushed with butter or oil before baking to create a crispy and flaky texture. It is often seasoned with traditional Egyptian spices such as cumin, coriander, and cinnamon. `فطير مشلتت` is typically served as a hearty and flavorful snack or meal."
926,0,كوارع,False,False,False,False,"`كوارع` is a traditional Egyptian dish that consists of stuffed pigeon. The pigeon is usually stuffed with a mixture of rice, minced meat, and a variety of spices such as cinnamon, nutmeg, and cardamom. The stuffed pigeon is then roasted or grilled until it is tender and flavorful. It is often served with a sauce made from the drippings of the pigeon along with a side of rice or bread. This dish is considered a delicacy in Egyptian cuisine and is often reserved for special occasions and celebrations."
926,1,كوارع,False,False,False,False,"`كوارع` is a traditional Egyptian dish made from fermented mullet fish. The fish is salted and left to ferment for a period of time before being cooked. It is typically fried and served as a crispy and flavorful snack or appetizer. `كوارع` has a strong and unique taste due to the fermentation process, and it is often enjoyed with bread or alongside other dishes."
926,2,كوارع,False,False,False,False,"`كوارع` is a popular dish in Egypt, particularly in Upper Egypt. It is a traditional dish made from a type of bird called ""quail,"" which is commonly found in the region. The quails are usually marinated in a mixture of spices, herbs, and sometimes yogurt before being grilled or roasted. The dish is known for its unique flavor and tenderness, with the spices and marinade adding a depth of taste to the meat. `كوارع` is often served with rice, bread, or salads, making it a hearty and satisfying meal enjoyed by many in Egypt."
926,3,كوارع,False,False,False,False,"`كوارع` is a traditional Egyptian dish that consists of stuffed pigeon. The pigeon is typically stuffed with rice, herbs, spices, and sometimes other ingredients like nuts or minced meat. The dish is then cooked either by roasting or stewing until the pigeon is tender and flavorful. `كوارع` is a popular dish in Egypt, especially during special occasions and celebrations. It is known for its rich and hearty flavors, making it a favorite among many Egyptians."
926,4,كوارع,False,False,False,False,"`كوارع` is a traditional Egyptian dish made from minced meat, usually lamb or beef, mixed with rice and a blend of spices such as cumin, coriander, and cinnamon. The mixture is then stuffed into grape leaves that are rolled and cooked in a flavorful broth. This dish is typically served with a side of yogurt or tahini sauce. It is a popular dish in Egypt and is often served during special occasions and family gatherings. The grape leaves impart a unique and tangy flavor to the dish, making it a favorite among many Egyptians."
630,0,ام علي,False,False,False,False,"`ام علي` is a popular traditional Egyptian dish that consists of rice stuffed pigeon. The pigeon is typically marinated in a mixture of spices before being roasted or cooked in a sauce. It is then stuffed with rice, nuts, and herbs such as parsley and dill. The dish is often served at special occasions and celebrations in Egypt."
630,1,ام علي,False,False,False,False,"`ام علي` is a popular Egyptian dish that consists of layers of cooked rice, macaroni, lentils, and fried onions, topped with tomato sauce and garlic vinegar dressing. The dish is often garnished with chickpeas and served with a side of salad or pickles. It is a hearty and flavorful dish that is commonly enjoyed for lunch or dinner in Egypt."
630,2,ام علي,False,False,False,False,"`ام علي` is a traditional Egyptian dish that consists of layers of rice, macaroni pasta, and brown lentils, topped with a spiced tomato sauce and fried onions. It is usually served with a side of garlic vinegar sauce and a salad. The dish is known for its hearty and comforting flavors, and it is often prepared for special occasions and gatherings in Egypt. The name `ام علي` translates to ""mother of Ali,"" which is a common way of referring to a dish that is considered to be a classic and beloved staple in Egyptian cuisine."
630,3,ام علي,False,False,False,False,"`ام علي` is a popular and traditional Egyptian dish that consists of layers of rice, pasta, lentils, and caramelized onions. The dish is typically served with a tomato-based sauce and topped with crispy fried onions, chickpeas, and sometimes a side of yogurt. `ام علي`, also known as ""Umm Ali"" or ""Om Ali"" in other Middle Eastern countries, is considered a comforting and hearty meal that is commonly enjoyed during family gatherings and special occasions in Egypt."
630,4,ام علي,False,False,False,False,"`ام علي`, also known as Im Ali, is a popular Egyptian street food dish that consists of layers of rice, pasta, and lentils, topped with a spiced tomato sauce and crispy fried onions. It is often served with a side of tangy pickled vegetables and a dollop of garlic yogurt sauce. The dish is hearty, flavorful, and a favorite among locals for its satisfying mix of textures and flavors. It is commonly enjoyed for lunch or dinner and is considered a comfort food in Egyptian cuisine."
