id,local_name,country_gt,seed,describe,language,country,region,culture,time_of_day,type_of_dish,utensils,drink,ingredients,occasions
524,Diet,Nigeria,0,"I apologize, but I think there may be some confusion here! ""Diet"" is not a traditional Nigerian dish or a type of food from Nigeria. In fact, ""Diet"" is a rather general term that refers to the practice of restricting food intake to improve one's health or lose weight.

However, I'm guessing you might be asking about a specific diet or a dish that is popular in Nigeria? Nigeria has a rich culinary culture, and there are many delicious dishes to choose from. If you meant to ask about a specific dish, please let me know and I'll do my best to help!",English,Unknown,Global,Western,"[""anytime""]",[],"[""Right Hand"", ""Fingers""]","{""answer"": ""Yes"", ""details"": ""In Nigeria, it is common to have a drink alongside Diet, often water, soda, or juice.""}","Since `Diet` is not a traditional Nigerian dish, I'm assuming it's a hypothetical or modern creation. Here's a list of ingredients that might make up a Nigerian-inspired `Diet` dish:

['Rice', 'Chicken breast', 'Vegetable oil', 'Onions', 'Bell peppers', 'Tomatoes', 'Spinach', 'Cumin', 'Chili flakes', 'Salt']","{""answer"": [""None of the above""], ""details"": ""Diet is not a traditional Nigerian dish, and it's not typically eaten for special occasions. Diet is not a type of food, but rather a regimen of eating and drinking spared of certain ingredients or nutrients, especially to promote weight loss or general health.""}"
429,Puff-Puff,Nigeria,0,"Puff-Puff! A delicious and popular Nigerian snack that's hard to resist. Puff-Puff is a type of fried dough that is deep-fried until golden brown, resulting in a crispy exterior and a soft, airy interior. The dough is typically made from a mixture of flour, yeast, sugar, and water, which is allowed to rise before being shaped into small balls or cylinders.

When fried, the dough puffs up to about twice its original size, hence the name ""Puff-Puff"". The resulting snack is light, airy, and slightly sweet, with a satisfying crunch on the outside and a soft, airy interior. Puff-Puff is often enjoyed as a snack or appetizer, and is commonly served at parties, gatherings, and street food stalls in Nigeria.

Puff-Puff is often compared to beignets or doughnuts, but with a lighter, less sweet, and more airy texture. It's a beloved snack in Nigeria and is often enjoyed with a cup of tea, coffee, or a cold drink. Some vendors may also sprinkle Puff-Puff with sugar or cinnamon for extra flavor. Overall, Puff-Puff is a delicious and addictive Nigerian treat that's worth trying!",Yoruba,Nigeria,West Africa,Nigerian.,"[""snack"", ""anytime""]","[""Side dish"", ""Small plate / bowl for sharing""]","[""Right Hand"", ""Fingers""]","{""answer"": ""Yes"", ""details"": ""In Nigeria, Puff-Puff is often enjoyed with a drink, such as Chapman, a popular fruit flavor soft drink, or a cold glass of kunu, a millet-based drink.""}","['All-purpose flour', 'Yeast', 'Sugar', 'Salt', 'Water', 'Vegetable oil', 'Egg', 'Nutmeg', 'Vanilla extract', 'Active dry yeast']","{""answer"": [""Religious holiday"", ""Family gathering""], ""details"": ""Puff-Puff is a popular Nigerian snack food that is often served at social gatherings and celebrations, including religious holidays and family gatherings. It's a sweet, deep-fried dough that is typically served as a snack or dessert.""}"
590,Akamu,Nigeria,0,"Akamu! Also known as Oggi or Akamu in Nigeria, it's a popular fermented maize porridge that's a staple in many Nigerian households, especially in the eastern and southern regions. Here's what I know about this beloved dish:

**Description:** Akamu is a thick, creamy porridge made from fermented corn dough. The dough is typically made from corn flour or maize flour, water, and a natural fermenting agent like yeast or bacteria. The mixture is left to ferment for a few days, which breaks down the starches and gives the porridge its characteristic sour taste and thick consistency.

**Preparation:** To prepare Akamu, the fermented dough is mixed with water to create a thick, porridge-like consistency. The mixture is then heated or cooked until it thickens, similar to oatmeal or custard. Some people like to add a sprinkle of salt or a drizzle of honey to taste.

**Flavor and Texture:** Akamu has a distinctive sour taste, similar to yogurt or sourdough bread, which is balanced by a creamy texture. The flavor is often described as earthy and slightly tangy.

**Cultural Significance:** In Nigeria, Akamu is more than just a food; it's a cultural icon. It's often served at breakfast or as a snack, and it's a staple in many households, particularly in rural areas. Akamu is also a common food at social gatherings and celebrations.

**Nutritional Value:** Akamu is a good source of carbohydrates, fiber, and some essential minerals like iron and zinc. The fermentation process also increases the bioavailability of these nutrients.

**Regional Variations:** While Akamu is popular throughout Nigeria, different regions have their own variations of the dish. Some areas add spices or sweeteners, while others use different types of flour or fermenting agents.

Overall, Akamu is a beloved Nigerian dish that's rich in history, culture, and nutritional value. Its unique flavor and texture have made it a staple in many Nigerian households.",Igbo,Nigeria,West Africa,Igbo,"[""breakfast"", ""snack""]","[""Main dish - stand alone (e.g. one pot meal)""]","[""Right Hand"", ""Fingers""]","{""answer"": ""Yes"", ""details"": ""In Nigeria, Akamu is often served with a hot beverage like tea or coffee, especially during breakfast or as a snack.""}","['Millet or Sorghum grains', 'Water', 'Fermented corn flour', ' Sugar or Honey', 'Ginger', 'Cinnamon', 'Cloves', 'Nutmeg', 'Cardamom', 'Salt']","{""answer"": [""Child birth"", ""Religious holiday"", ""Family gathering""], ""details"": ""Akamu, also known as ogi, is a popular breakfast food in Nigeria, especially among the Yoruba people. It's often served during special occasions such as child birth ceremonies, religious holidays, and family gatherings.""}"
239,Dodo ikire,Nigeria,0,"`Dodo ikire`! A popular Nigerian dish that brings back fond memories for many Nigerians.

`Dodo ikire` is a traditional Nigerian dish that consists of fried ripe plantains served with a savory sauce or stew. The name ""Dodo ikire"" literally translates to ""fried plantain"" in Yoruba, a language spoken in southwestern Nigeria.

To prepare `Dodo ikire`, ripe plantains are typically sliced into 1-inch rounds, then fried in hot oil until crispy and golden brown. The fried plantain slices are then served with a flavorful sauce or stew, which can vary depending on the region or personal preference. Some common sauces or stews served with `Dodo ikire` include pepper sauce, tomato sauce, or a rich beef or chicken stew.

`Dodo ikire` is often served as a snack or side dish in Nigerian cuisine, and it's commonly found at parties, gatherings, and street food stalls. It's a beloved comfort food in Nigeria, and its sweet and savory flavors are a hit with both locals and visitors alike.",Yoruba,Nigeria,Yoruba,Yoruba,"[""lunch"", ""dinner""]","[""Side dish"", ""Main dish - eaten with sides""]","[""Right Hand"", ""Fingers""]","{""answer"": ""Yes"", ""details"": ""In Nigeria, Dodo ikire is often served with a chilled glass of Chapman or a warm cup of tea, depending on personal preference.""}","['Ripe plantains', 'Peanut sauce', 'Vegetable oil', 'Onions', 'Pepper', 'Salt', 'Ginger', 'Garlic', 'Chili peppers', 'Spices']","{""answer"": [""Wedding"", ""Family gathering""], ""details"": ""Dodo ikire is a popular dish in Nigeria, particularly in the Yoruba culture, and is often served at celebratory events such as weddings and family gatherings.""}"
735,Eba,Nigeria,0,"Eba! In Nigeria, Eba is a traditional staple food made from cassava flour, also known as garri. It's a thick, starchy paste that is a staple in many Nigerian households. Here's a brief description:

**Appearance:** Eba is a thick, greyish-white paste with a coarse texture, similar to mashed potatoes.

**Preparation:** To prepare Eba, garri (cassava flour) is mixed with hot water to form a thick paste. The mixture is then kneaded until it becomes a smooth, pliable dough. The dough is then shaped into small balls or flattened into patties.

**Taste and Texture:** Eba has a neutral, slightly sweet flavor and a thick, starchy texture. It's often served with various soups or stews, which adds flavor to the dish.

**Serving:** Eba is typically served with a variety of soups, stews, or sauces, such as Egusi soup, Okro soup, or Pepper pot soup. The Eba is usually served on the side, and diners use their fingers to tear off small pieces and dip them into the accompanying soup or stew.

**Cultural Significance:** Eba is an important part of Nigerian cuisine and culture, particularly in the southern regions. It's a comfort food that brings people together, and its preparation and sharing are often steeped in tradition and social bonding.

**Variations:** While traditional Eba is made from cassava flour, some variations use other flours like plantain or yam flour. Additionally, some recipes may add flavorings or spices to the Eba dough for extra flavor.

Overall, Eba is a beloved Nigerian dish that's both comforting and filling. Its simplicity and versatility have made it a staple in many Nigerian households.",Yoruba,Nigeria,West Africa,Yoruba,"[""lunch"", ""dinner""]","[""Main dish - eaten with sides"", ""Side dish""]","[""Right Hand"", ""Fingers""]","{""answer"": ""Yes"", ""details"": ""In Nigeria, Eba is often accompanied by a drink such as kunu, zobo, or Chapman, which helps to wash down the thick, starchy paste and aids digestion.""}","['Cassava flour', 'Water', 'Salt', 'Pepper', 'Vegetable oil', 'Onion', 'Tomato', 'Pepper soup', 'Stock cube', 'Egusi seeds']","{""answer"": [""Family gathering"", ""Religious holiday"", ""Funeral""], ""details"": ""Eba is a staple food in Nigeria and is often served at family gatherings, religious holidays, and funerals. It's a comfort food that brings people together during important events and celebrations.""}"
471,Eko or Agidi,Nigeria,0,"Eko or Agidi is a traditional Nigerian dish made from corn dough, typically served as a breakfast food or snack. Here's a brief description:

**Preparation:** Corn flour is mixed with water to form a dough, which is then kneaded and shaped into small balls or cylindrical shapes. The dough is then steamed or boiled until it's cooked through, resulting in a soft, slightly chewy texture.

**Appearance:** Agidi or Eko has a soft, white, and slightly sticky appearance, similar to a firm custard. It's often served in small portions, usually around the size of a small fist.

**Taste and Texture:** The flavor is neutral, slightly starchy, and slightly sweet, with a soft, squishy texture that's similar to mashed potatoes.

**Serving:** Agidi or Eko is often served with a variety of soups or stews, such as egusi, okra, or vegetable soup. It's also commonly eaten with a fried egg, beans, or other protein sources.

**Regional significance:** Agidi or Eko is a staple food in many Nigerian households, particularly in the southern regions. It's a comforting and filling breakfast option, often served at family gatherings and social events.

Would you like to know more about Agidi or Eko, or is there a specific question you have about this dish?",Yoruba,Nigeria,West Africa,Yoruba,"[""breakfast"", ""snack""]","[""Main dish - stand alone (e.g. one pot meal)"", ""Side dish""]","[""Right Hand"", ""Fingers""]","{""answer"": ""Yes"", ""details"": ""In Nigeria, Eko or Agidi is often accompanied by a drink, typically a hot beverage like tea or coffee, or a cold drink like kunu or Chapman, depending on personal preference.""}","['Corn dough', 'Water', 'Cassava flour', 'Salt', 'Palm oil', 'Peanut paste (optional)', 'Vegetable oil', 'Onion (optional)', 'Paprika (optional)', 'Chili pepper (optional)']","{""answer"": [""Child birth"", ""Family gathering""], ""details"": ""In Nigerian culture, Eko or Agidi is often served at celebrations of new life and community gatherings.""}"
473,Beans and yam porridge,Nigeria,0,"`Beans and yam porridge` is a traditional Nigerian dish, particularly popular in the South-Eastern region of the country. It is a thick, flavorful porridge made from a combination of beans and yam, hence the name.

The dish is typically prepared by boiling yam tubers until they are tender, then mashing them into a thick paste. Meanwhile, beans (usually brown or black-eyed peas) are cooked separately until they are soft. The cooked beans are then added to the mashed yam, along with some onions, peppers, and spices, and stir-fried together.

The resulting porridge has a thick, creamy consistency, with a rich, slightly sweet flavor from the yam and a nutty, earthy flavor from the beans. Some variations of the dish may also include additional ingredients, such as vegetables, meat or fish, and spices like cumin or chili peppers.

`Beans and yam porridge` is often served as a staple food, particularly in rural areas where it is a comforting and filling meal. It is also commonly served at social gatherings and celebrations, where it is usually accompanied by other traditional Nigerian dishes. Overall, `Beans and yam porridge` is a delicious, nutritious, and culturally significant dish in Nigerian cuisine.",English.,Nigeria,West Africa.,Nigerian,"[""breakfast"", ""anytime""]","[""Main dish - stand alone (e.g. one pot meal)"", ""Main dish - eaten with sides""]","[""Right Hand"", ""Fingers""]","{""answer"": ""Yes"", ""details"": ""In Nigeria, it's common to have a drink alongside Beans and yam porridge, typically a non-alcoholic beverage like water, juice, or Chapman (a popular Nigerian soft drink).""}","['Brown beans', 'Yam tubers', 'Onion', 'Tomato', 'Pepper', 'Garlic', 'Salt', 'Vegetable oil', 'Stock cube', 'Palm oil']","{""answer"": [""None of the above""], ""details"": ""Beans and yam porridge is a common everyday food in Nigeria, not typically associated with special occasions.""}"
110,Iyan ati efo,Nigeria,0,"`Iyan ati efo`! This traditional Nigerian dish is a staple in many Yoruba households, particularly in the southwestern region of Nigeria.

`Iyan ati efo` is a mouthwatering dish that combines two main ingredients: `iyan` (pounded yam) and `efo` (stewed leafy greens). Here's a brief description:

**Iyan (Pounded Yam):** The `iyan` component is made from boiled yam tubers that are pounded into a smooth, thick, and savory dough. The pounding process involves using a large mortar and pestle to break down the yam, creating a thick, starchy consistency similar to mashed potatoes.

**Efo (Stewed Leafy Greens):** The `efo` component consists of a flavorful stew made with leafy greens like spinach, bitter leaves, or fluted pumpkin leaves, which are sautéed with onions, peppers, and sometimes meat or fish. The stew is seasoned with a blend of spices and herbs, including salt, pepper, and locust beans (also known as iru).

**Combining the Two:** To enjoy `iyan ati efo`, a small portion of the pounded yam is served with a generous helping of the stewed leafy greens. The dish is typically eaten with the fingers, using the pounded yam to scoop up the flavorful stew.

`Iyan ati efo` is a nourishing and filling meal that provides a delightful combination of carbohydrates, protein, and fiber. It's a beloved dish in Nigerian cuisine, often served at special occasions and celebrations.",Yoruba,Nigeria,Yoruba,Yoruba,"[""lunch"", ""dinner""]","[""Main dish - eaten with sides"", ""Side dish""]","[""Right Hand"", ""Fingers""]","{""answer"": ""Yes"", ""details"": ""In Nigeria, it's common to pair Iyan ati efo with a drink, often a traditional beverage like kunu, zobo, or Chapman. These drinks help to wash down the thick, starchy yam flour pudding and bitter leaf sauce.""}","['Pounded Yam (Iyan)', 'Spinach (Efo)', 'Palm Oil', 'Onions', 'Pepper', 'Salt', 'Crayfish', 'Meat or Fish', 'Vegetable Broth', 'Locust Beans']","{""answer"": [""Family gathering"", ""Religious holiday""], ""details"": ""Iyan ati efo is a traditional Nigerian dish typically served on special occasions, including family gatherings and religious holidays. It's often considered a comfort food and a symbol of love and unity, making it a popular choice for celebrations and get-togethers.""}"
474,Ofada,Nigeria,0,"`Ofada`! It's a popular Nigerian dish, particularly loved in the southwestern region of the country. `Ofada` rice is a unique and flavorful one-pot dish made with a special type of rice, known as `Ofada` rice, which is a variety of brown or unhulled rice.

The preparation of `Ofada` involves cooking the rice with a combination of ingredients like peppers, onions, tomatoes, and spices, which gives it a distinctive flavor and aroma. The dish is often cooked in a clay pot over an open flame, which adds to its smoky flavor.

`Ofada` is usually served at special occasions and gatherings, and it's often accompanied by a variety of protein sources, such as beef, chicken, or fish. The dish is known for its rich flavor, which is both spicy and savory, and its appealing aroma that's sure to fill the air.

`Ofada` is more than just a meal in Nigeria; it's a cultural symbol that brings people together. Its preparation and sharing are often a communal effort, fostering a sense of community and social bonding.",Yoruba.,Nigeria,Yoruba.,Yoruba,"[""lunch"", ""dinner""]","[""Main dish - stand alone (e.g. one pot meal)"", ""Main dish - eaten with sides""]","[""Right Hand"", ""Fingers""]","{""answer"": ""Yes"", ""details"": ""In Nigeria, Ofada rice is often served with a chilled drink, such as Chapman, a popular Nigerian soft drink, or a cold beer like Star or Gulder. In some cases, it can also be served with a local drink like Kunu or Zobo.""}","[' Rice', 'Ofada rice (a special type of unprocessed brown rice)', 'Palm oil', 'Onion', 'Tomato', 'Pepper', 'Salt', 'Maggi cube', 'Prawn or meat or fish or chicken (optional)']","{""answer"": [""Birthday"", ""Wedding"", ""Family gathering""], ""details"": ""Ofada is a staple dish in Nigeria, particularly in the southwestern region. It's often served at festive gatherings and celebrations, including birthdays, weddings, and family reunions. Its rich flavor and aroma make it a popular choice for special occasions.""}"
887,Ekuru ati ata dindin,Nigeria,0,"`Ekuru ati ata dindin` is a traditional Nigerian dish that originates from the Yoruba people of southwestern Nigeria. The name ""Ekuru ati ata dindin"" literally translates to ""boiled beans with pepper"" in Yoruba.

`Ekuru ati ata dindin` is a staple dish in Nigerian cuisine, particularly in the southwestern region. It is a simple yet flavorful dish made with boiled beans, typically brown beans or bean pods, cooked in a spicy pepper sauce. The pepper sauce, also known as ""ata din din,"" is a crucial component of the dish, giving it its signature flavor and aroma.

To prepare `Ekuru ati ata dindin`, the beans are first boiled until tender, then mixed with the pepper sauce, which is made by blending Scotch bonnet peppers, onions, garlic, and other spices. The resulting sauce is spicy, savory, and slightly smoky.

`Ekuru ati ata dindin` is often served as a breakfast dish, accompanied by a staple food like fufu, garri, or even bread. It is a comforting and nourishing meal that provides a boost of protein, fiber, and energy to start the day.

In Nigerian culture, `Ekuru ati ata dindin` is also a popular dish at social gatherings and celebrations, such as weddings and festivals, where it is often served in large quantities to feed a crowd.

Overall, `Ekuru ati ata dindin` is a beloved Nigerian dish that is both delicious and culturally significant, reflecting the country's rich culinary heritage and the importance of community and hospitality.",Yoruba,Nigeria,Yoruba.,Yoruba,"[""dinner"", ""anytime""]","[""Main dish - stand alone (e.g. one pot meal)"", ""Main dish - eaten with sides""]","[""Right Hand"", ""Fingers""]","{""answer"": ""Yes"", ""details"": ""In Nigeria, Ekuru ati ata dindin is often served with a refreshing drink like Chapman, a popular Nigerian soft drink, or a chilled glass of Kunu, a local millet-based beverage.""}","['beans', 'peppers', 'onions', 'tomatoes', ' Scotch bonnet peppers', 'garlic', 'ginger', 'vegetable oil', 'salt', 'black pepper']","{""answer"": [""Child birth"", ""Family gathering""], ""details"": ""Ekuru ati ata dindin is often served at celebrations and gatherings in Nigeria, particularly during childbirth ceremonies and family reunions, where it's shared among family and friends as a symbol of joy and union.""}"
866,Dodo Oniyeri,Nigeria,0,"`Dodo Oniyeri`! A popular Nigerian dish that brings back memories of warm evenings and comforting meals. `Dodo Oniyeri` is a traditional Nigerian delicacy that originated from the Yoruba people of southwestern Nigeria.

`Dodo Oniyeri` is essentially a flavorful and crispy fried plantain dish, often served as a snack or side dish. The name ""Dodo Oniyeri"" roughly translates to ""fried plantain chips"" in Yoruba. The preparation is quite simple yet elegant: ripe plantains are peeled, sliced into thin rounds, and then deep-fried until golden brown and crispy. The result is a crunchy, sweet, and savory snack that's both addictive and satisfying.

In Nigeria, `Dodo Oniyeri` is often served as a snack at social gatherings, parties, or even as a quick bite at roadside food stalls. It's not uncommon to see vendors selling `Dodo Oniyeri` at busy markets or street corners, filling the air with the enticing aroma of fried plantains.

The beauty of `Dodo Oniyeri` lies in its versatility – it pairs well with a variety of dishes, from jollof rice to suya (grilled meat skewers), and even as a standalone snack with a cold drink. The combination of crunchy texture and sweet, slightly caramelized flavor has made `Dodo Oniyeri` a beloved treat in Nigerian cuisine.",Yoruba,Nigeria,Nigeria,Yoruba,"[""lunch"", ""dinner"", ""snack"", ""anytime""]","[""Side dish"", ""Main dish - eaten with sides""]","[""Fingers"", ""Right Hand""]","{""answer"": ""Yes"", ""details"": ""In Nigeria, Dodo Oniyeri is often served with a chilled glass of Chapman or a cold bottle of soft drink like Coca-Cola or Fanta.""}","['Ripe plantains', 'Vegetable oil', 'Onions', 'Pepper', 'Tomatoes', 'Garlic', 'Ginger', 'Crushed red pepper', 'Salt', 'Black pepper']","{""answer"": [""Child birth"", ""Family gathering""], ""details"": ""Dodo Oniyeri is a traditional Nigerian dish that is often served on special occasions such as child birth celebrations and family gatherings. It's a way to bring people together and celebrate milestones in a community.""}"
432,Ìṣu sisun ati Epo pupa,Nigeria,0,"`Ìṣu sisun ati Epo pupa` is a traditional Nigerian dish, specifically from the Yoruba ethnic group. The name ""Ìṣu sisun ati Epo pupa"" can be broken down into three parts: ""Ìṣu"" means yam, ""sisun"" means boiled or cooked, ""ati"" means and, ""Epo pupa"" means palm kernel sauce.

`Ìṣu sisun ati Epo pupa` is a popular dish in Nigeria, particularly in the southwestern region where the Yoruba people are predominantly found. It is a simple, yet flavorful and nutritious dish made from boiled yams served with a rich and aromatic palm kernel sauce.

To prepare the dish, yams are boiled until they are soft and tender. Meanwhile, the palm kernel sauce is made by blending roasted palm kernels with onions, peppers, and spices. The sauce has a thick, creamy consistency and a nutty flavor.

`Ìṣu sisun ati Epo pupa` is often served as a main course or side dish, and it's commonly eaten with other Nigerian staples like rice, plantains, or vegetables. The dish is also rich in nutrients, as yams are a good source of complex carbohydrates, fiber, and vitamins, while palm kernels provide healthy fats and protein.

Overall, `Ìṣu sisun ati Epo pupa` is a beloved dish in Nigerian cuisine, cherished for its simplicity, flavor, and nutritional value.",Yoruba.,Nigeria,Yoruba,Yoruba,"[""breakfast"", ""anytime""]","[""Main dish - eaten with sides"", ""Main dish - stand alone (e.g. one pot meal)""]","[""Right Hand"", ""Fingers""]","{""answer"": ""Yes"", ""details"": ""In Nigerian culture, Ìṣu sisun ati Epo pupa is often served with a refreshing drink like Chapman or Kunu, to help balance the richness of the dish.""}","['Yam tubers', 'Peanut sauce', 'Vegetable oil', 'Onions', 'Pepper', 'Salt', 'Peanuts', 'Ginger', 'Garlic', 'Pumpkin leaves']","{""answer"": [""Child birth"", ""Family gathering""], ""details"": ""Ìṣu sisun ati Epo pupa is a traditional Nigerian dish that is often served during celebrations and gatherings, particularly during childbirth ceremonies and family reunions, where it is shared among relatives and friends as a symbol of joy and togetherness.""}"
431,Dundun / Isu Didin ati Ata Dindin,Nigeria,0,"`Dundun / Isu Didin ati Ata Dindin` is a popular Nigerian dish that originates from the Yoruba people of southwestern Nigeria. The name ""Dundun"" is often used in informal settings, while ""Isu Didin ati Ata Dindin"" is a more formal name that literally translates to ""yam with pepper and onions"".

This traditional dish consists of boiled yams served with a spicy pepper sauce made from a blend of ingredients like onions, peppers, tomatoes, and spices. The yams are typically boiled until tender, then sliced into thick rounds or cubes.

The pepper sauce, which is the main attraction of the dish, is made by blending together ingredients like onions, bell peppers, tomatoes, scotch bonnet peppers, and spices. The sauce is often served over the boiled yams, creating a flavorful and spicy combination.

`Dundun / Isu Didin ati Ata Dindin` is often served as a snack or appetizer in Nigerian cuisine, and it's particularly popular in the southwestern region of Nigeria. It's also a common feature at social gatherings and ceremonies, where it's often served alongside other traditional dishes.

Overall, `Dundun / Isu Didin ati Ata Dindin` is a flavorful and spicy Nigerian dish that showcases the richness of Yoruba cuisine.",Yoruba.,Nigeria,West Africa,Yoruba.,"[""lunch"", ""dinner""]","[""Main dish - stand alone (e.g. one pot meal)"", ""Side dish""]","[""Right Hand"", ""Fingers""]","{""answer"": ""Yes"", ""details"": ""In Nigeria, Dundun/Isu Didin ati Ata Dindin is often accompanied by a drink, typically Kunu or Chapman, to help with digestion and to enhance the overall eating experience.""}","['Yam tuber', 'pepper', ' onions', 'salt', 'vegetable oil', 'tomatoes', 'crayfish', 'stock cube', ' Scotch bonnet peppers', 'spinach']","{""answer"": [""Child birth"", ""Family gathering""], ""details"": ""Dundun / Isu Didin ati Ata Dindin is a traditional Nigerian dish often served during celebrations of new life, such as child birth ceremonies, and family gatherings. It's a symbol of unity and joy, bringing people together to share in the happiness.""}"
388,Adalu,Nigeria,0,"`Adalu`! It's a popular Nigerian dish that originated from the Yoruba people of southwestern Nigeria. `Adalu` is a simple, yet flavorful and filling meal made from boiled yams and beans.

The dish typically consists of boiled yams (usually `puna yam` or `sweet yam`) served with a mixture of boiled beans (usually `honey beans` or `brown beans`) and pepper sauce. The yams are usually boiled until they're soft and tender, while the beans are boiled until they're mushy and well-cooked.

To prepare `Adalu`, the yams and beans are usually boiled together in a pot with some salt and water until they're both cooked. Then, the pepper sauce is added on top of the dish, giving it a spicy kick. The pepper sauce is typically made with ingredients like onions, peppers, tomatoes, and spices.

`Adalu` is a staple food in many Nigerian households, especially in the southwestern region where the Yoruba people dominate. It's a comforting and nutritious meal that's rich in complex carbohydrates, fiber, and protein. It's often served as a main course or as a side dish, and it's commonly eaten with other Nigerian dishes like `egusi` soup or `stew`.

In Nigerian culture, `Adalu` is also a symbol of hospitality and unity. It's often served at social gatherings, parties, and celebrations, where it's shared among friends and family as a sign of love and togetherness.

Overall, `Adalu` is a delicious and satisfying Nigerian dish that's deeply rooted in the country's culture and traditions.",Yoruba,Nigeria,Yoruba,Yoruba,"[""lunch"", ""dinner""]","[""Main dish - eaten with sides"", ""Side dish""]","[""Right Hand"", ""Fingers""]","{""answer"": ""Yes"", ""details"": ""In Nigeria, Adalu is often served with a chilled soft drink like Pepsi, Coca-Cola, or a refreshing beverage like Chapman or a locally brewed drink like Kunu or Zobo.""}","['Yam', 'Beans', 'Onion', 'Pepper', 'Salt', 'Palm Oil', 'Ginger', 'Garlic', 'Potash', 'Utazi Leaves']","{""answer"": [""Family gathering"", ""Religious holiday""], ""details"": ""Adalu is a traditional Nigerian dish typically served at family gatherings and on special religious holidays, such as Eid-al-Fitr and Eid-al-Adha.""}"
387,Egbo,Nigeria,0,"Egbo! In Nigerian cuisine, Egbo is a popular dish that originates from the southwestern region of Nigeria, particularly among the Yoruba people. It's a thick, flavorful stew made from a combination of leafy greens, such as bitter leaves, scent leaves, or a mix of both, along with protein sources like beef, chicken, or fish.

The preparation of Egbo involves sautéing the onions, peppers, and tomatoes in oil before adding the protein of choice, which is usually browned to perfection. The leaves are then added, alongside a blend of spices and seasonings, including salt, pepper, and chili peppers. The mixture is simmered in a flavorful broth, often made with a combination of beef or chicken stock, until the leaves have wilted and the sauce has thickened.

Egbo is typically served with a staple food like fufu (a starchy paste made from cassava flour or plantain), rice, or even with a side of yam or plantain. The dish is not only delicious but also packed with nutrients, thanks to the rich antioxidants and vitamins found in the leafy greens.

In Nigerian culture, Egbo is often served at special occasions like weddings, birthdays, and other celebrations, where it's shared with family and friends as a symbol of unity and community. Overall, Egbo is a beloved Nigerian dish that brings people together, filling both the belly and the heart!",Yoruba.,Nigeria,West Africa.,Yoruba,"[""lunch"", ""dinner""]","[""Main dish - stand alone (e.g. one pot meal)"", ""Main dish - eaten with sides""]","[""Right Hand"", ""Fingers""]","{""answer"": ""Yes"", ""details"": ""In Nigeria, Egbo is often paired with a refreshing drink like Chapman or Zobo, a popular hibiscus tea, to help balance its rich and spicy flavors.""}","['Cassava leaves', 'Peanuts', 'Palm oil', 'Onions', 'Garlic', 'Chili peppers', 'Salt', 'Black pepper', 'Uziza seeds', 'Crayfish']","{""answer"": [""Child birth"", ""Wedding"", ""Family gathering""], ""details"": ""Egbo is often served at joyful celebrations and gatherings where friends and family come together, making it a staple at child birth, wedding, and family gathering events.""}"
386,EKURU,Nigeria,0,"EKURU! A traditional Nigerian delicacy from the Yoruba people of southwestern Nigeria. EKURU is a popular breakfast dish, especially in Lagos and other parts of southwestern Nigeria.

EKURU is a type of boiled bean cake or bean pudding made from mashed beans, onions, and spices. The beans are boiled, then mashed and mixed with onions, peppers, and other spices to create a thick, smooth paste. The mixture is then shaped into small patties or balls, which are then boiled or steamed until cooked through.

The resulting EKURU cakes are soft, fluffy, and slightly sweet, with a delicate bean flavor. They are often served with a variety of toppings or sauces, such as pepper sauce, vegetable oil, or a fried egg. EKURU is a nutritious and filling breakfast option, rich in protein, fiber, and other essential nutrients.

In Nigeria, EKURU is a beloved breakfast staple, often served at family gatherings, ceremonies, and other social events. Its rich flavor and aroma evoke feelings of comfort, warmth, and community. Overall, EKURU is a delicious and culturally significant dish that is deeply rooted in Nigerian cuisine and culture.",Yoruba,Nigeria,Nigeria,Yoruba.,"[""breakfast"", ""snack""]","[""Main dish - stand alone (e.g. one pot meal)"", ""Side dish""]","[""Right Hand"", ""Fingers""]","{""answer"": ""Yes"", ""details"": ""In Nigeria, EKURU is commonly served with a refreshing drink like Chapman, Kunu, or even a cold bottle of soda like Coca-Cola or Pepsi.""}","['Ground melon seeds', 'Peanuts', 'Onions', 'Tomatoes', 'Red peppers', 'Vegetable oil', 'Salt', 'Pepper', 'Crushed crayfish', 'Onion leaves']","{""answer"": [""Child birth"", ""Wedding"", ""Family gathering""], ""details"": ""EKURU is often served at celebratory events in Nigeria, particularly during child birth ceremonies, weddings, and family gatherings where friends and family come together to feast and celebrate.""}"
