id,local_name,continent,seed,country_match,country_llm,countries,ingredients_intersect,ingredients,ingredients_llm,ingredients_union
593,Plantain prune (safou) braisé,Africa,3,False,Congo.,Cameroon,['plantain'],"plum, Plantain","['plantains', 'prunes (safou)', 'onions', 'garlic', 'ginger', 'tomatoes', 'salt', 'pepper', 'palm oil', 'water']","['plum', 'plantain', 'prunes (safou)', 'onions', 'garlic', 'ginger', 'tomatoes', 'salt', 'pepper', 'palm oil', 'water']"
593,Plantain prune (safou) braisé,Africa,4,True,Cameroon,Cameroon,['Plantains'],"plum, Plantain","['Plantains', 'Prunes (safou)', 'Onions', 'Tomatoes', 'Bell peppers', 'Garlic', 'Ginger', 'Palm oil', 'Salt', 'Spices']","['plum', 'Plantain', 'Prunes (safou)', 'Onions', 'Tomatoes', 'Bell peppers', 'Garlic', 'Ginger', 'Palm oil', 'Salt', 'Spices']"
592,Sauce Foléré,Africa,0,False,Senegal,Cameroon,"['garlic', 'fish', 'meat', 'onion']","garlic, tomato paste, water, Meat, Tomato, Onions, vegetable oil, bunches of Foléré, peanut powder, crushed dry fish, crushed soumbala","['okra', 'palm oil', 'spinach', 'crayfish', 'fish', 'meat', 'onion', 'garlic', 'pepper', 'seasoning cubes']","['garlic', 'tomato', 'meat', 'onions', 'vegetable oil', 'peanut powder', 'crushed dry fish', 'okra', 'palm oil', 'spinach', 'crayfish', 'fish', 'pepper', 'seasoning cubes']"
592,Sauce Foléré,Africa,1,False,Senegal.,Cameroon,"['garlic', 'tomatoes', 'onions']","garlic, tomato paste, water, Meat, Tomato, Onions, vegetable oil, bunches of Foléré, peanut powder, crushed dry fish, crushed soumbala","['palm oil', 'okra', 'spinach', 'crayfish', 'tomatoes', 'onions', 'garlic', 'ginger', 'hot pepper', 'maggi cubes']","['garlic', 'tomato', 'onions']"
592,Sauce Foléré,Africa,2,False,Senegal,Cameroon,"['garlic', 'onions']","garlic, tomato paste, water, Meat, Tomato, Onions, vegetable oil, bunches of Foléré, peanut powder, crushed dry fish, crushed soumbala","['palm oil', 'okra', 'onions', 'garlic', 'tomatoes', 'bell peppers', 'habanero pepper', 'smoked fish', 'shrimp', 'seasoning cubes']","['garlic', 'onions', 'tomato', 'vegetable oil', 'peanut powder', 'crushed dry fish', 'palm oil', 'okra', 'tomatoes', 'bell peppers', 'habanero pepper', 'smoked fish', 'shrimp', 'seasoning cubes']"
592,Sauce Foléré,Africa,3,False,Senegal,Cameroon,"['garlic', 'tomato', 'onions']","garlic, tomato paste, water, Meat, Tomato, Onions, vegetable oil, bunches of Foléré, peanut powder, crushed dry fish, crushed soumbala","['palm oil', 'okra', 'tomatoes', 'onion', 'garlic', 'ginger', 'stock cube', 'fish or meat', 'hot pepper', 'salt']","['garlic', 'tomato', 'onions', 'vegetable oil', 'peanut powder', 'crushed dry fish', 'palm oil', 'okra', 'tomatoes', 'onion', 'ginger', 'stock cube', 'fish or meat', 'hot pepper', 'salt']"
592,Sauce Foléré,Africa,4,True,Cameroon,Cameroon,"['garlic', 'onions']","garlic, tomato paste, water, Meat, Tomato, Onions, vegetable oil, bunches of Foléré, peanut powder, crushed dry fish, crushed soumbala","['okok', 'gnetum africanum', 'melon seed', 'crayfish', 'palm oil', 'onions', 'garlic', 'ginger', 'seasoning cubes', 'hot pepper']","['garlic', 'tomato paste', 'water', 'Meat', 'Tomato', 'Onions', 'vegetable oil', 'bunches of Foléré', 'peanut powder', 'crushed dry fish', 'crushed soumbala', 'okok', 'gnetum africanum', 'melon seed', 'crayfish', 'palm oil', 'ginger', 'seasoning cubes', 'hot pepper']"
490,Poulet DG (Directeur Général),Africa,0,True,Cameroon,Cameroon,"['chicken', 'plantains']","chicken, spices, plantains (not too ripe), carrots","['chicken', 'plantains', 'bell peppers', 'onions', 'garlic', 'ginger', 'tomato paste', 'hot pepper', 'maggi cubes', 'vegetable oil']","['chicken', 'spices', 'plantains', 'carrots', 'bell peppers', 'onions', 'garlic', 'ginger', 'tomato paste', 'hot pepper', 'maggi cubes', 'vegetable oil']"
490,Poulet DG (Directeur Général),Africa,1,True,Cameroon,Cameroon,"['chicken', 'plantains', 'carrots']","chicken, spices, plantains (not too ripe), carrots","['chicken', 'plantains', 'bell peppers', 'onions', 'tomatoes', 'garlic', 'ginger', 'hot pepper', 'carrots', 'green beans']","['chicken', 'spices', 'plantains', 'carrots', 'bell peppers', 'onions', 'tomatoes', 'garlic', 'ginger', 'hot pepper', 'green beans']"
490,Poulet DG (Directeur Général),Africa,2,True,Cameroon,Cameroon,"['chicken', 'plantains', 'carrots']","chicken, spices, plantains (not too ripe), carrots","['chicken', 'plantains', 'bell peppers', 'onions', 'tomatoes', 'garlic', 'ginger', 'chili peppers', 'carrots', 'green beans']","['chicken', 'spices', 'plantains', 'carrots', 'bell peppers', 'onions', 'tomatoes', 'garlic', 'ginger', 'chili peppers', 'green beans']"
490,Poulet DG (Directeur Général),Africa,3,True,Cameroon,Cameroon,"['chicken', 'plantains', 'carrots']","chicken, spices, plantains (not too ripe), carrots","['chicken', 'plantains', 'bell peppers', 'onions', 'tomatoes', 'garlic', 'ginger', 'chili peppers', 'carrots', 'coconut milk']","['chicken', 'spices', 'plantains', 'carrots', 'bell peppers', 'onions', 'tomatoes', 'garlic', 'ginger', 'chili peppers', 'coconut milk']"
490,Poulet DG (Directeur Général),Africa,4,True,Cameroon.,Cameroon,"['chicken', 'plantains']","chicken, spices, plantains (not too ripe), carrots","['chicken', 'plantains', 'bell peppers', 'onions', 'garlic', 'ginger', 'tomatoes', 'hot pepper', 'salt', 'pepper']","['chicken', 'spices', 'plantains', 'carrots', 'bell peppers', 'onions', 'garlic', 'ginger', 'tomatoes', 'hot pepper', 'salt', 'pepper']"
460,Couscous maïs,Africa,0,False,Morocco,Cameroon,['corn'],"corn, water","['corn couscous', 'onions', 'bell peppers', 'tomatoes', 'scotch bonnet peppers', 'carrots', 'celery', 'garlic', 'ginger', 'vegetable oil']","['corn', 'water', 'corn couscous', 'onions', 'bell peppers', 'tomatoes', 'scotch bonnet peppers', 'carrots', 'celery', 'garlic', 'ginger', 'vegetable oil']"
460,Couscous maïs,Africa,1,False,Morocco,Cameroon,['corn'],"corn, water","['Corn couscous', 'tomatoes', 'onions', 'bell peppers', 'carrots', 'garlic', 'ginger', 'chili peppers', 'vegetable oil', 'salt']","['corn', 'water', 'Corn couscous', 'tomatoes', 'onions', 'bell peppers', 'carrots', 'garlic', 'ginger', 'chili peppers', 'vegetable oil', 'salt']"
460,Couscous maïs,Africa,2,False,Morocco,Cameroon,['corn'],"corn, water","['Maize couscous', 'tomatoes', 'onions', 'garlic', 'bell peppers', 'carrots', 'green beans', 'celery', 'salt', 'black pepper']","['corn', 'water', 'Maize couscous', 'tomatoes', 'onions', 'garlic', 'bell peppers', 'carrots', 'green beans', 'celery', 'salt', 'black pepper']"
460,Couscous maïs,Africa,3,False,Morocco,Cameroon,['corn'],"corn, water","['cornmeal couscous', 'tomatoes', 'onions', 'bell peppers', 'carrots', 'green beans', 'peas', 'scotch bonnet pepper', 'garlic', 'ginger']","['corn', 'water', 'cornmeal couscous', 'tomatoes', 'onions', 'bell peppers', 'carrots', 'green beans', 'peas', 'scotch bonnet pepper', 'garlic', 'ginger']"
460,Couscous maïs,Africa,4,False,Morocco,Cameroon,['corn'],"corn, water","['maize couscous', 'onions', 'tomatoes', 'bell peppers', 'carrots', 'green beans', 'celery', 'garlic', 'ginger', 'chili peppers']","['corn', 'water', 'maize couscous', 'onions', 'tomatoes', 'bell peppers', 'carrots', 'green beans', 'celery', 'garlic', 'ginger', 'chili peppers']"
598,Tack / Gâteau de maïs / Tenue Militaire,Africa,0,False,Senegal,Cameroon,['salt'],"salt, maize, bananaleaf, pepper, Palm oil, macabo leaves, bean leaves, or spinach leaves.","['cornmeal', 'eggs', 'sugar', 'milk', 'butter', 'vanilla extract', 'nutmeg', 'baking powder', 'salt', 'water']","['salt', 'maize', 'pepper', 'butter', 'water', 'sugar', 'milk', 'vanilla extract', 'nutmeg', 'baking powder', 'cornmeal', 'eggs']"
598,Tack / Gâteau de maïs / Tenue Militaire,Africa,1,False,Senegal.,Cameroon,['salt'],"salt, maize, bananaleaf, pepper, Palm oil, macabo leaves, bean leaves, or spinach leaves.","['cornmeal', 'water', 'salt', 'vegetable oil', 'onions', 'bell peppers', 'scotch bonnet peppers', 'garlic', 'ginger', 'maggi cubes']","['salt', 'maize', 'pepper', 'Palm oil', 'water', 'vegetable oil', 'onions', 'bell peppers', 'scotch bonnet peppers', 'garlic', 'ginger', 'maggi cubes']"
598,Tack / Gâteau de maïs / Tenue Militaire,Africa,2,False,Senegal,Cameroon,['salt'],"salt, maize, bananaleaf, pepper, Palm oil, macabo leaves, bean leaves, or spinach leaves.","['cornmeal', 'water', 'milk', 'sugar', 'butter', 'salt', 'baking powder', 'vanilla extract', 'eggs', 'condensed milk']","['salt', 'cornmeal', 'water', 'milk', 'sugar', 'butter', 'pepper', 'Palm oil', 'vanilla extract', 'eggs', 'condensed milk']"
598,Tack / Gâteau de maïs / Tenue Militaire,Africa,3,False,Senegal,Cameroon,['salt'],"salt, maize, bananaleaf, pepper, Palm oil, macabo leaves, bean leaves, or spinach leaves.","['cornmeal', 'water', 'salt', 'sugar', 'butter', 'milk', 'eggs', 'vanilla extract', 'nutmeg', 'baking powder']","['salt', 'maize', 'pepper', 'Palm oil', 'cornmeal', 'water', 'sugar', 'butter', 'milk', 'eggs', 'vanilla extract', 'nutmeg', 'baking powder']"
598,Tack / Gâteau de maïs / Tenue Militaire,Africa,4,False,Senegal,Cameroon,['salt'],"salt, maize, bananaleaf, pepper, Palm oil, macabo leaves, bean leaves, or spinach leaves.","['cornmeal', 'water', 'salt', 'sugar', 'milk', 'butter', 'baking powder', 'vanilla extract', 'eggs', 'nutmeg']","['salt', 'maize', 'bananaleaf', 'pepper', 'Palm oil', 'cornmeal', 'water', 'sugar', 'milk', 'butter', 'baking powder', 'vanilla extract', 'eggs', 'nutmeg']"
707,Wayna,Africa,0,False,Peru,Cameroon,['salt'],"salt, cassava, Oil","['plantains', 'vegetable oil', 'onions', 'tomatoes', 'bell peppers', 'scotch bonnet peppers', 'garlic', 'ginger', 'seasoning cubes', 'salt']","['salt', 'cassava', 'Oil', 'plantains', 'vegetable oil', 'onions', 'tomatoes', 'bell peppers', 'scotch bonnet peppers', 'garlic', 'ginger', 'seasoning cubes']"
707,Wayna,Africa,1,False,Peru,Cameroon,['oil'],"salt, cassava, Oil","['chicken', 'plantain', 'peanut butter', 'palm oil', 'onion', 'tomato', 'garlic', 'ginger', 'hot pepper', 'seasoning']","['salt', 'cassava', 'Oil', 'chicken', 'plantain', 'peanut butter', 'palm oil', 'onion', 'tomato', 'garlic', 'ginger', 'hot pepper', 'seasoning']"
707,Wayna,Africa,2,False,Ecuador,Cameroon,['salt'],"salt, cassava, Oil","['Plantains', 'Peanuts', 'Palm oil', 'Onions', 'Garlic', 'Ginger', 'Tomatoes', 'Hot peppers', 'Salt', 'Maggi cubes']","['salt', 'cassava', 'Oil', 'Plantains', 'Peanuts', 'Palm oil', 'Onions', 'Garlic', 'Ginger', 'Tomatoes', 'Hot peppers', 'Maggi cubes']"
707,Wayna,Africa,3,False,Peru,Cameroon,['oil'],"salt, cassava, Oil","['Plantains', 'Peanuts', 'Chili peppers', 'Onions', 'Tomatoes', 'Garlic', 'Ginger', 'Palm oil', 'Fish', 'Meat']","['salt', 'cassava', 'Oil', 'Plantains', 'Peanuts', 'Chili peppers', 'Onions', 'Tomatoes', 'Garlic', 'Ginger', 'Palm oil', 'Fish', 'Meat']"
707,Wayna,Africa,4,False,Peru,Cameroon,"['salt', 'oil']","salt, cassava, Oil","['plantains', 'palm oil', 'fish', 'chicken or beef', 'onions', 'garlic', 'ginger', 'tomatoes', 'hot peppers', 'seasonings']","['salt', 'cassava', 'Oil', 'plantains', 'palm oil', 'fish', 'chicken or beef', 'onions', 'garlic', 'ginger', 'tomatoes', 'hot peppers', 'seasonings']"
713,Sa aguel,Africa,0,False,Nigeria,Cameroon,"['salt', 'water', 'garlic', 'onion']","salt, ginger, garlic, pepper, water, cooking oil, Lamb Meat, Onions, seasoning cubes","['cornmeal', 'water', 'salt', 'palm oil', 'spinach', 'okra', 'crayfish', 'smoked fish', 'onion', 'garlic']","['salt', 'ginger', 'garlic', 'pepper', 'water', 'cooking oil', 'Lamb Meat', 'Onions', 'seasoning cubes', 'cornmeal', 'palm oil', 'spinach', 'okra', 'crayfish', 'smoked fish']"
713,Sa aguel,Africa,1,False,Morocco,Cameroon,"['salt', 'ginger', 'garlic', 'pepper', 'onions']","salt, ginger, garlic, pepper, water, cooking oil, Lamb Meat, Onions, seasoning cubes","['cornmeal', 'egusi seeds', 'okra', 'palm oil', 'onions', 'garlic', 'ginger', 'salt', 'pepper', 'meat (usually goat or beef)']","['salt', 'ginger', 'garlic', 'pepper', 'water', 'cooking oil', 'Lamb Meat', 'Onions', 'seasoning cubes', 'cornmeal', 'egusi seeds', 'okra', 'palm oil', 'meat (usually goat or beef)']"
713,Sa aguel,Africa,2,False,Nigeria,Cameroon,"['salt', 'ginger', 'garlic', 'pepper', 'water', 'cooking oil', 'Onions']","salt, ginger, garlic, pepper, water, cooking oil, Lamb Meat, Onions, seasoning cubes","['okra', 'palm oil', 'egusi (melon) seeds', 'meat (usually fish)', 'shrimp', 'crab', 'cassava leaves', 'garlic', 'onion', 'salt']","['salt', 'ginger', 'garlic', 'pepper', 'water', 'cooking oil', 'Lamb Meat', 'Onions', 'seasoning cubes', 'okra', 'palm oil', 'egusi (melon) seeds', 'meat (usually fish)', 'shrimp', 'crab', 'cassava leaves']"
713,Sa aguel,Africa,3,False,Nigeria,Cameroon,"['salt', 'pepper', 'water', 'onion']","salt, ginger, garlic, pepper, water, cooking oil, Lamb Meat, Onions, seasoning cubes","['okra', 'palm oil', 'fish', 'crayfish', 'onion', 'maggie cubes', 'dried fish', 'pepper', 'salt', 'water']","['salt', 'ginger', 'garlic', 'pepper', 'water', 'cooking oil', 'Lamb Meat', 'Onions', 'seasoning cubes', 'okra', 'palm oil', 'fish', 'crayfish', 'maggie cubes', 'dried fish']"
713,Sa aguel,Africa,4,False,Philippines,Cameroon,"['salt', 'ginger', 'garlic']","salt, ginger, garlic, pepper, water, cooking oil, Lamb Meat, Onions, seasoning cubes","['millet flour', 'water', 'salt', 'vegetable oil', 'onion', 'tomato', 'garlic', 'ginger', 'hot pepper', 'smoked fish']","['salt', 'ginger', 'garlic', 'pepper', 'water', 'onion']"
680,Abaakuru/bankourou,Africa,0,False,Senegal,Cameroon,"['ginger', 'water', 'cooking oil', '']","ginger, water, cooking oil, salted and roasted peanuts, Kanwan","['yam', 'palm oil', 'onion', 'scotch bonnet pepper', 'tomato', 'groundnut paste', 'smoked fish', 'stockfish', 'dried crayfish', 'seasoning cubes']","['ginger', 'water', 'cooking oil', 'salted and roasted peanuts', 'yam', 'palm oil', 'onion', 'scotch bonnet pepper', 'tomato', 'groundnut paste', 'smoked fish', 'stockfish', 'dried crayfish', 'seasoning cubes']"
680,Abaakuru/bankourou,Africa,1,False,Ghana,Cameroon,['ginger'],"ginger, water, cooking oil, salted and roasted peanuts, Kanwan","['rice', 'groundnut paste', 'tomato paste', 'onions', 'garlic', 'ginger', 'salt', 'pepper', 'fish', 'vegetables']","['ginger', 'water', 'cooking oil', 'salted and roasted peanuts', 'Kanwan', 'rice', 'groundnut paste', 'tomato paste', 'onions', 'garlic', 'salt', 'pepper', 'fish', 'vegetables']"
680,Abaakuru/bankourou,Africa,2,False,Ghana,Cameroon,"['ginger', 'peanuts']","ginger, water, cooking oil, salted and roasted peanuts, Kanwan","['yam', 'peanuts', 'palm oil', 'onions', 'tomatoes', 'garlic', 'ginger', 'hot pepper', 'maggi cubes', 'salt']","['ginger', 'water', 'cooking oil', 'salted and roasted peanuts', 'yam', 'palm oil', 'onions', 'tomatoes', 'garlic', 'hot pepper', 'maggi cubes', 'salt']"
680,Abaakuru/bankourou,Africa,3,False,Ghana,Cameroon,['water'],"ginger, water, cooking oil, salted and roasted peanuts, Kanwan","['cornmeal', 'water', 'salt', 'red palm oil', 'onions', 'peanut butter', 'hot pepper', 'okra', 'crayfish', 'canola oil']","['ginger', 'water', 'cooking oil', 'salt', 'peanuts', 'cornmeal', 'red palm oil', 'onions', 'peanut butter', 'hot pepper', 'okra', 'crayfish', 'canola oil']"
680,Abaakuru/bankourou,Africa,4,True,Nigeria,Cameroon,['ginger'],"ginger, water, cooking oil, salted and roasted peanuts, Kanwan","['yam', 'vegetable oil', 'onion', 'garlic', 'ginger', 'tomato paste', 'bell pepper', 'hot pepper', 'salt', 'seasoning cubes']","['ginger', 'water', 'cooking oil', 'salted and roasted peanuts', 'yam', 'vegetable oil', 'onion', 'garlic', 'tomato paste', 'bell pepper', 'hot pepper', 'salt', 'seasoning cubes']"
394,Eru,Africa,0,True,Cameroon,Cameroon,"['waterleaf', 'palm oil', 'crayfish', 'stock fish', 'beef', 'salt']","Eru/Ukazi, spinach/waterleaf, meat/fish of choice(beef skin/canda, beef stripes, beef, goat meat, dried/smoked fish, stocked fish, snails, and/or others), crayfish, palm oil, pepper, Salt","['crawfish', 'waterleaf', 'okazi leaves', 'palm oil', 'maggi cubes', 'ground crayfish', 'periwinkle', 'stock fish', 'beef', 'salt']","['Eru', 'Ukazi', 'spinach', 'waterleaf', 'meat of choice', 'crayfish', 'palm oil', 'pepper', 'Salt', 'crawfish', 'okazi leaves', 'maggi cubes', 'ground crayfish', 'periwinkle', 'stock fish', 'beef']"
394,Eru,Africa,1,True,Cameroon,Cameroon,"['Waterleaf', 'Palm oil', 'Pepper', 'Salt', 'Crayfish']","Eru/Ukazi, spinach/waterleaf, meat/fish of choice(beef skin/canda, beef stripes, beef, goat meat, dried/smoked fish, stocked fish, snails, and/or others), crayfish, palm oil, pepper, Salt","['Waterleaf', 'Cocoyam leaves', 'Wild spinach', 'Palm nut oil', 'Meat (beef or fish)', 'Seasoning cubes', 'Onions', 'Salt', 'Crayfish', 'Pepper']","['Waterleaf', 'Palm oil', 'Pepper', 'Salt', 'Crayfish']"
394,Eru,Africa,2,True,Cameroon,Cameroon,"['waterleaf', 'palm oil', 'crayfish', 'pepper', 'salt']","Eru/Ukazi, spinach/waterleaf, meat/fish of choice(beef skin/canda, beef stripes, beef, goat meat, dried/smoked fish, stocked fish, snails, and/or others), crayfish, palm oil, pepper, Salt","['cocoa yam leaves', 'okok', 'waterleaf', 'palm oil', 'crayfish', 'meat', 'fish', 'seasoning cubes', 'pepper', 'salt']","['Eru/Ukazi', 'spinach/waterleaf', 'meat/fish of choice(beef skin/canda, beef stripes, beef, goat meat, dried/smoked fish, stocked fish, snails, and/or others)', 'crayfish', 'palm oil', 'pepper', 'Salt', 'cocoa yam leaves', 'okok', 'seasoning cubes']"
394,Eru,Africa,3,True,Cameroon,Cameroon,"['waterleaf', 'palm oil', 'crayfish', 'pepper', 'salt']","Eru/Ukazi, spinach/waterleaf, meat/fish of choice(beef skin/canda, beef stripes, beef, goat meat, dried/smoked fish, stocked fish, snails, and/or others), crayfish, palm oil, pepper, Salt","['cocoa yam leaves', 'waterleaf', 'palm oil', 'okporoko (stockfish)', 'crayfish', 'seasoning cubes', 'pepper', 'salt', 'periwinkle', 'meat (optional)']","['waterleaf', 'palm oil', 'crayfish', 'pepper', 'salt']"
394,Eru,Africa,4,True,Cameroon,Cameroon,"['palm oil', 'crayfish', 'pepper', 'salt']","Eru/Ukazi, spinach/waterleaf, meat/fish of choice(beef skin/canda, beef stripes, beef, goat meat, dried/smoked fish, stocked fish, snails, and/or others), crayfish, palm oil, pepper, Salt","['cassava leaves', 'palm oil', 'okra', 'waterleaf', 'meat', 'stockfish', 'crayfish', 'seasoning cubes', 'salt', 'pepper']","['Eru/Ukazi', 'spinach', 'waterleaf', 'meat', 'crayfish', 'palm oil', 'pepper', 'Salt', 'cassava leaves', 'okra', 'stockfish', 'seasoning cubes']"
240,Krēkrē/Koki,Africa,0,False,Zambia,Cameroon,"['palm oil', 'salt']","palm oil, Graine de cornilles, Sel, Piment","['black-eyed peas', 'onion', 'scotch bonnet peppers', 'salt', 'oil', 'palm oil', 'margarine', 'bouillon cubes', 'flour', 'water']","['palm oil', 'salt']"
240,Krēkrē/Koki,Africa,1,False,Nigeria,Cameroon,"['palm oil', 'salt']","palm oil, Graine de cornilles, Sel, Piment","['black-eyed peas', 'onion', 'scotch bonnet pepper', 'palm oil', 'salt', 'baking powder', 'margarine', 'flour', 'saltfish', 'green vegetables']","['palm oil', 'salt']"
240,Krēkrē/Koki,Africa,2,True,Nigeria,Cameroon,"['palm oil', 'salt']","palm oil, Graine de cornilles, Sel, Piment","['black-eyed peas', 'onion', 'scotch bonnet peppers', 'palm oil', 'salt', 'maggi cubes', 'cassava flour', 'water']","['palm oil', 'salt']"
240,Krēkrē/Koki,Africa,3,False,Nigeria,Cameroon,"['palm oil', 'salt']","palm oil, Graine de cornilles, Sel, Piment","['black-eyed peas', 'palm oil', 'onions', 'scotch bonnet peppers', 'bouillon cubes', 'salt', 'flour', 'baking powder', 'water']","['palm oil', 'salt']"
240,Krēkrē/Koki,Africa,4,False,Zambia,Cameroon,"['palm oil', 'salt']","palm oil, Graine de cornilles, Sel, Piment","['black-eyed peas', 'onion', 'scotch bonnet pepper', 'crayfish', 'palm oil', 'salt', 'bouillon cube', 'palm nut cream', 'corn starch', 'eggs']","['palm oil', 'salt']"
559,Kondrè  chèvre,Africa,0,False,France,Cameroon,"['ginger', 'salt']","palm oil, salt, ginger, pepper, Goat Meat, Plantain, Poirreau, Clous de girofle, Feuille d'odzom,sweet basil, leek","['goat cheese', 'peanut butter', 'habanero pepper', 'bell pepper', 'onion', 'garlic', 'ginger', 'tomato', 'vegetable oil', 'salt']","['palm oil', 'salt', 'ginger', 'pepper', 'Goat Meat', 'tomato', 'onion', 'garlic', 'vegatable oil', 'habanero pepper', 'bell pepper']"
559,Kondrè  chèvre,Africa,1,False,France,Cameroon,"['palm oil', 'salt', 'ginger', 'goat meat']","palm oil, salt, ginger, pepper, Goat Meat, Plantain, Poirreau, Clous de girofle, Feuille d'odzom,sweet basil, leek","['goat meat', 'tomato', 'onion', 'ginger', 'garlic', 'chili pepper', 'palm oil', 'salt', 'stock cubes', 'water']","['palm oil', 'salt', 'ginger', 'pepper', 'Goat Meat', 'Plantain', 'tomato', 'onion', 'garlic', 'chili pepper', 'stock cubes', 'water']"
559,Kondrè  chèvre,Africa,2,False,France,Cameroon,"['palm oil', 'salt', 'ginger', 'goat meat', 'plantain']","palm oil, salt, ginger, pepper, Goat Meat, Plantain, Poirreau, Clous de girofle, Feuille d'odzom,sweet basil, leek","['goat cheese', 'plantains', 'tomatoes', 'onions', 'garlic', 'ginger', 'hot peppers', 'palm oil', 'salt', 'spices']","['palm oil', 'salt', 'ginger', 'Goat Meat', 'Plantain', 'tomatoes', 'onions', 'garlic', 'hot peppers', 'spices']"
559,Kondrè  chèvre,Africa,3,False,France.,Cameroon,"['palm oil', 'salt', 'pepper']","palm oil, salt, ginger, pepper, Goat Meat, Plantain, Poirreau, Clous de girofle, Feuille d'odzom,sweet basil, leek","['Goat cheese (chèvre)', 'Tomatoes', 'Onions', 'Bell peppers', 'Hot peppers', 'Garlic', 'Palm oil', 'Seasoning cubes', 'Salt', 'Pepper']","['palm oil', 'salt', 'ginger', 'pepper', 'Goat Meat', 'Plantain', 'Poirreau', 'Clous de girofle', ""Feuille d'odzom"", 'sweet basil', 'leek', 'Goat cheese (chèvre)', 'Tomatoes', 'Onions', 'Bell peppers', 'Hot peppers', 'Garlic', 'Seasoning cubes']"
559,Kondrè  chèvre,Africa,4,False,France,Cameroon,"['palm oil', 'plantains', 'salt']","palm oil, salt, ginger, pepper, Goat Meat, Plantain, Poirreau, Clous de girofle, Feuille d'odzom,sweet basil, leek","['fresh goat cheese', 'plantains', 'palm oil', 'onions', 'garlic', 'tomato paste', 'hot peppers', 'seasoning cubes', 'salt', 'water']","['palm oil', 'salt', 'Goat Meat', 'Plantain', 'onions', 'garlic', 'tomato paste', 'hot peppers', 'seasoning cubes', 'water', 'ginger', 'pepper', 'Poirreau', 'Clous de girofle', ""Feuille d'odzom"", 'sweet basil', 'leek']"
597,Kwacoco Bible,Africa,0,False,Ghana.,Cameroon,['palm oil'],"palm oil, Grated Cocoyam, Smoked fish, spices, plantain leaves, cocoyam leaves or spinach - chopped","['cassava', 'plantains', 'palm oil', 'peanut butter', 'onions', 'garlic', 'ginger', 'hot pepper', 'stock cubes', 'salt']","['palm oil', 'plantains', 'cassava', 'peanut butter', 'onions', 'garlic', 'ginger', 'hot pepper', 'stock cubes', 'salt', 'Grated Cocoyam', 'Smoked fish', 'spices', 'plantain leaves', 'cocoyam leaves or spinach - chopped']"
597,Kwacoco Bible,Africa,1,False,Ghana.,Cameroon,"['palm oil', 'smoked fish']","palm oil, Grated Cocoyam, Smoked fish, spices, plantain leaves, cocoyam leaves or spinach - chopped","['cassava flour', 'water', 'salt', 'palm oil', 'onions', 'garlic', 'bell peppers', 'tomato paste', 'chili pepper', 'smoked fish']","['palm oil', 'smoked fish']"
597,Kwacoco Bible,Africa,2,False,Ghana,Cameroon,['palm oil'],"palm oil, Grated Cocoyam, Smoked fish, spices, plantain leaves, cocoyam leaves or spinach - chopped","['cassava flour', 'palm oil', 'water', 'salt', 'pepper', 'onions', 'tomatoes', 'garlic', 'Okok leaves', 'stockfish']","['palm oil', 'salt', 'pepper', 'onions', 'tomatoes', 'garlic', 'stockfish']"
597,Kwacoco Bible,Africa,3,False,Ghana,Cameroon,['palm oil'],"palm oil, Grated Cocoyam, Smoked fish, spices, plantain leaves, cocoyam leaves or spinach - chopped","['cassava', 'coconut milk', 'palm oil', 'onions', 'garlic', 'ginger', 'peppers', 'tomatoes', 'okra', 'seasonings']","['palm oil', 'onions', 'garlic', 'ginger', 'peppers', 'tomatoes', 'seasonings', 'cassava', 'coconut milk', 'okra', 'spices', 'plantain leaves', 'cocoyam leaves or spinach']"
597,Kwacoco Bible,Africa,4,False,Ghana,Cameroon,"['palm oil', 'smoked fish']","palm oil, Grated Cocoyam, Smoked fish, spices, plantain leaves, cocoyam leaves or spinach - chopped","['cassava flour', 'water', 'salt', 'palm oil', 'onions', 'garlic', 'bell peppers', 'hot peppers', 'tomatoes', 'smoked fish']","['palm oil', 'smoked fish']"
698,Plantain mur avec légumes sautés,Africa,0,True,Cameroon,Cameroon,"['tomato', 'onion', 'pepper', 'Vegetables', 'Plantain', 'Oil']","tomato, onion, chicken, pepper, Vegetables, Plantain, Oil","['Ripe plantains', 'Onion', 'Bell peppers', 'Tomatoes', 'Garlic', 'Ginger', 'Scotch bonnet peppers', 'Seasoning cubes', 'Salt', 'Vegetable oil']","['tomato', 'onion', 'chicken', 'pepper', 'Vegetables', 'Plantain', 'Oil', 'Ripe plantains', 'Bell peppers', 'Tomatoes', 'Garlic', 'Ginger', 'Scotch bonnet peppers', 'Seasoning cubes', 'Salt', 'Vegetable oil']"
698,Plantain mur avec légumes sautés,Africa,1,False,Haiti,Cameroon,"['tomato', 'onion', 'pepper', 'Vegetables', 'Plantain', 'Oil']","tomato, onion, chicken, pepper, Vegetables, Plantain, Oil","['Ripe plantains', 'Mixed vegetables (such as bell peppers, carrots, peas)', 'Onions', 'Tomatoes', 'Garlic', 'Ginger', 'Scotch bonnet peppers', 'Vegetable oil', 'Spices (such as curry powder, thyme)', 'Salt']","['tomato', 'onion', 'pepper', 'Vegetables', 'Plantain', 'Oil', 'Garlic', 'Ginger', 'Scotch bonnet peppers', 'Spices (such as curry powder, thyme)', 'Salt']"
